"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.819225169E0,-5.693824291E-1,-6.655456424E-1,-3.066253662E-2
1.823978190E0,-4.865891337E-1,-6.975327730E-1,-6.719589233E-3
1.828731263E0,-2.322966754E-1,-6.387480497E-1,-2.102470398E-2
1.833484284E0,-1.502792090E-1,-6.469384432E-1,-1.619720459E-2
1.838237356E0,-3.358433843E-1,-7.266426086E-1,-5.911445618E-2
1.842990429E0,-3.537058532E-1,-6.724804640E-1,3.094673157E-3
1.847743450E0,-3.432379365E-1,-5.136091113E-1,1.262760162E-2
1.852496523E0,-3.136518598E-1,-4.171424210E-1,-3.036880493E-2
1.857249544E0,-2.841417193E-1,-3.638312221E-1,3.653335571E-2
1.862002617E0,-2.593687177E-1,-3.346393704E-1,1.257038116E-2
1.866755638E0,-3.875239491E-1,-3.723535538E-1,-1.133346558E-2
1.871508711E0,-5.488752723E-1,-2.620066404E-1,-6.539344788E-3
1.876261784E0,-3.419649899E-1,-8.501054347E-2,-1.748085022E-3
1.881014804E0,-4.555674791E-1,-1.375486702E-1,2.689456940E-2
1.885767877E0,-6.311569810E-1,-2.712934017E-1,2.681827545E-2
1.890520898E0,-4.435047209E-1,-2.375259548E-1,-2.576541901E-2
1.895273971E0,-3.567933440E-1,-2.516478896E-1,-4.958057404E-2
1.900026992E0,-3.941307068E-1,-3.755876124E-1,-4.469013214E-2
1.904780065E0,-1.449619532E-1,-3.033781946E-1,-6.394386292E-3
1.909533086E0,-1.781274676E-1,-3.602911830E-1,-3.502845764E-2
1.914286159E0,-3.591400981E-1,-3.264211416E-1,-2.062702179E-2
1.919039231E0,-1.627007574E-1,-3.977075219E-1,-2.536010742E-2
1.923792252E0,-1.053116471E-1,-3.064434230E-1,-3.008365631E-2
1.928545325E0,-1.576448083E-1,-1.581654549E-1,-1.374244690E-3
1.933298346E0,8.617386222E-2,1.043902636E-1,-2.047348022E-2
1.938051419E0,9.040752053E-2,2.947005332E-1,-2.520942688E-2
1.942804440E0,2.325779200E-2,4.988598824E-1,-4.425144196E-2
1.947557513E0,1.662162244E-1,5.688465238E-1,3.587722778E-3
1.952310586E0,2.707538307E-1,5.431234837E-1,-8.236122131E-2
1.957063606E0,7.813354731E-1,6.751308441E-1,-2.009677887E-2
1.961816679E0,6.222007871E-1,5.538019538E-1,3.822326660E-3
1.966569700E0,5.779216290E-1,5.807042122E-1,-9.641647339E-4
1.971322773E0,4.094576240E-1,4.309574962E-1,-6.303024292E-2
1.976075794E0,6.182657480E-1,1.717186868E-1,2.781963348E-2
1.980828867E0,6.548599601E-1,-5.817174911E-2,5.161762238E-2
1.985581888E0,8.157070875E-1,-1.776807308E-1,4.671573639E-2
1.990334961E0,7.565404177E-1,-2.491949350E-1,-1.068782806E-2
1.995088034E0,7.785499096E-1,2.316692472E-2,4.662132263E-2
1.999841054E0,4.423831105E-1,9.913867712E-2,1.308441162E-2
2.004594127E0,3.839247525E-1,2.084083855E-1,2.737045288E-2
2.009347148E0,-4.695844650E-2,1.216718033E-1,-3.476905823E-2
2.014100221E0,-1.141454130E-1,-1.737673581E-2,3.214263916E-2
2.018853242E0,-3.433296680E-1,-1.751395464E-1,2.251052856E-2
2.023606315E0,-4.201677442E-2,1.209736541E-1,-3.961753845E-2
2.028359388E0,3.445923030E-1,3.636941612E-1,-6.114959717E-3
2.033112409E0,7.541763186E-1,3.720077276E-1,-1.015977859E-1
2.037865481E0,7.235134840E-1,5.855324268E-1,-3.452873230E-2
2.042618502E0,8.843267560E-1,7.270348072E-1,-2.490043640E-2
2.047371575E0,1.283392906E0,6.915992498E-1,2.767372131E-2
2.052124596E0,1.056030035E0,5.893924236E-1,-1.536560059E-2
2.056877669E0,1.397433996E0,5.160679221E-1,4.196262360E-2
2.061630690E0,1.460902691E0,5.764325857E-1,-3.931140900E-2
2.066383763E0,1.576811314E0,7.035631537E-1,-9.174823761E-2
2.071136836E0,1.487268925E0,8.304601908E-1,-8.676815033E-2
2.075889856E0,1.421811223E0,8.757895827E-1,6.144046783E-2
2.080642929E0,1.576424360E0,1.059552193E0,4.002571106E-3
2.085395950E0,1.529863119E0,1.104497910E0,1.353931427E-2
2.090149023E0,1.368762851E0,1.111151218E0,-5.596160889E-3
2.094902044E0,1.480309010E0,1.156111240E0,-2.468395233E-2
2.099655117E0,1.223899722E0,1.186586857E0,-1.508140564E-2
2.104408190E0,1.297656536E0,1.188346744E0,-4.369831085E-2
2.109161211E0,1.504944205E0,1.156804323E0,-3.882503510E-2
2.113914284E0,1.525434494E0,1.249433160E0,4.233360291E-3
2.118667304E0,1.507973909E0,1.404047251E0,-1.009845734E-2
2.123420377E0,1.251760483E0,1.200141430E0,2.812385559E-2
2.128173450E0,1.234706044E0,1.077981234E0,-1.968860626E-2
2.132926471E0,1.074566364E0,1.075352788E0,-2.919483185E-2
2.137679544E0,1.120060205E0,1.144354820E0,9.068489075E-3
2.142432565E0,1.151188970E0,1.055692315E0,-7.212638855E-2
2.147185638E0,1.029450536E0,9.816166162E-1,-7.674026489E-2
2.151938659E0,7.552412748E-1,8.360266685E-1,-3.836917877E-2
2.156691731E0,8.778548837E-1,8.196358681E-1,-8.392333984E-5
2.161444752E0,6.658276320E-1,6.839113832E-1,-8.487701416E-5
2.166197825E0,9.700924754E-1,6.678724289E-1,-9.634971619E-3
2.170950898E0,8.868460059E-1,6.995146275E-1,9.483337402E-3
2.175703919E0,1.104616046E0,8.218262792E-1,3.811168671E-2
2.180456992E0,1.021244526E0,6.765274405E-1,-3.837394714E-2
2.185210013E0,1.076420426E0,7.082391977E-1,-9.639739990E-3
2.189963086E0,9.453586936E-1,6.921935081E-1,-2.394485474E-2
2.194716106E0,8.668850660E-1,6.570846438E-1,2.863407135E-2
2.199469179E0,8.698803782E-1,8.416599631E-1,-4.305839539E-2
2.204222252E0,9.779869318E-1,9.924133420E-1,4.299068451E-2
2.208975273E0,9.380015135E-1,1.071272731E0,-4.855155945E-3
2.213728346E0,8.645654321E-1,1.087943792E0,-4.843711853E-3
2.218481367E0,8.390455246E-1,1.056828022E0,-9.606361389E-3
2.223234440E0,7.035802007E-1,8.730253577E-1,-2.868747711E-2
2.227987461E0,7.212777138E-1,7.516425252E-1,1.912784576E-2
2.232740534E0,8.631564379E-1,8.980075121E-1,-1.434040070E-2
2.237493554E0,8.183773756E-1,1.101316690E0,-4.296302795E-2
2.242246627E0,7.307158709E-1,1.175262809E0,-3.809547424E-2
2.246999700E0,7.102125883E-1,1.139166355E0,-1.891326904E-2
2.251752721E0,7.326754332E-1,1.136526465E0,-3.320026398E-2
2.256505794E0,7.502589226E-1,1.172105193E0,-4.476547241E-3
2.261258815E0,5.290282965E-1,1.026202321E0,-3.789520264E-2
2.266011888E0,6.044070721E-1,1.114616871E0,3.890991211E-4
2.270764909E0,6.032198668E-1,1.250608325E0,-4.387855530E-3
2.275517981E0,4.730958343E-1,1.200012326E0,3.976821899E-4
2.280271054E0,4.147656262E-1,1.106488705E0,5.171775818E-3
2.285024075E0,3.565007448E-1,1.008390188E0,-4.391670227E-3
2.289777148E0,4.321916103E-1,1.091977715E0,-6.646633148E-2
2.294530169E0,3.405767977E-1,1.227929115E0,-5.677700043E-2
2.299283242E0,4.545094371E-1,1.440014362E0,-1.367759705E-2
2.304036315E0,5.444432497E-1,1.427262187E0,-2.797508240E-2
2.308789336E0,3.715249598E-1,1.352511883E0,7.381439209E-4
2.313542356E0,3.756100535E-1,1.316126466E0,3.416633606E-2
2.318295429E0,6.328057647E-1,1.413602471E0,6.666183472E-4
2.323048502E0,6.745637059E-1,1.539541841E0,5.440711975E-3
2.327801523E0,5.968989730E-1,1.574489713E0,-4.232883453E-2
2.332554596E0,6.053028703E-1,1.499471188E0,-2.791309357E-2
2.337307617E0,6.136907339E-1,1.458042622E0,-1.352787018E-2
2.342060690E0,7.175233364E-1,1.478847980E0,-3.260421753E-2
2.346813711E0,7.829380631E-1,1.418368220E0,-8.656501770E-3
2.351566784E0,7.861902118E-1,1.396280646E0,-2.296638489E-2
2.356319856E0,6.561933756E-1,1.194702506E0,2.942848206E-2
2.361072877E0,7.361463904E-1,1.047067761E0,-4.036903381E-3
2.365825950E0,8.154881597E-1,8.721925020E-1,-8.748054504E-3
2.370578971E0,6.710597873E-1,7.414327264E-1,-1.342105865E-2
2.375332044E0,7.034285665E-1,6.212565303E-1,-2.279949188E-2
2.380085065E0,6.311220527E-1,5.068862438E-1,-1.786422729E-2
2.384838138E0,6.448459625E-1,4.266903400E-1,1.268386841E-3
2.389591159E0,5.919616818E-1,3.851293921E-1,-2.247142792E-2
2.394344231E0,5.015557408E-1,3.296773434E-1,2.517318726E-2
2.399097304E0,3.691943288E-1,3.126531243E-1,3.445434570E-2
2.403850325E0,2.521781325E-1,1.961651742E-1,2.467632294E-2
2.408603398E0,1.693631411E-1,1.613809317E-1,1.497840881E-2
2.413356419E0,7.775205374E-2,6.982194632E-2,-8.873939514E-3
2.418109492E0,-9.851609170E-2,7.394007593E-2,-1.829147339E-2
2.422862565E0,-2.448412031E-1,5.904111266E-2,-3.712081909E-2
2.427615586E0,-2.428303361E-1,1.579261571E-2,-3.590583801E-3
2.432368659E0,-3.784661293E-1,2.510889620E-2,1.187324524E-3
2.437121679E0,-3.183974326E-1,5.930483341E-3,-3.569602966E-3
2.441874752E0,-3.204701543E-1,2.013294399E-2,2.493476868E-2
2.446627773E0,-2.940510511E-1,-2.747786045E-2,-1.323890686E-2
2.451380846E0,-1.492614597E-1,-3.203738108E-2,1.060009003E-2
2.456133815E0,4.653145000E-2,-3.655990958E-2,-8.469581604E-3
2.460886940E0,-2.506631985E-2,-3.136105835E-3,-1.788997650E-2
2.465639961E0,-2.487770468E-2,2.526289970E-2,-3.197765350E-2
2.470393034E0,-2.463218570E-2,5.342502147E-2,1.511573792E-3
2.475146106E0,-7.190304250E-2,1.051381305E-1,3.946399689E-2
2.479899127E0,-1.377071738E-1,1.374942958E-1,1.540660858E-2
2.484652200E0,-1.412677765E-1,1.458522379E-1,-3.705024719E-3
2.489405221E0,-2.255321145E-1,1.399033219E-1,5.818367004E-3
2.494158294E0,-2.805581093E-1,9.129201621E-2,5.769729614E-3
2.498911315E0,-2.022352666E-1,6.206878275E-2,-8.515357971E-3
2.503664388E0,-2.384586632E-1,2.828683704E-2,5.792617798E-3
2.508417461E0,-4.404841661E-1,7.071951032E-2,3.421783447E-2
2.513170481E0,-5.316826701E-1,1.223482564E-1,2.444171906E-2
2.517923554E0,-5.082929730E-1,2.067677081E-1,-8.981704712E-3
2.522676575E0,-3.474254310E-1,2.477714419E-1,-4.161834717E-3
2.527429648E0,-4.204487801E-1,2.884894609E-1,5.364418030E-3
2.532182617E0,-4.074326158E-1,3.099348545E-1,5.731582642E-4
2.536935742E0,1.869314432E0,2.637735605E0,-3.265476227E-2
2.541688815E0,1.829971433E0,-9.718055129E-1,4.829216003E-2
2.546441836E0,9.414936900E-1,-2.801178694E-1,9.921073914E-3
2.551194909E0,3.261926472E-1,-1.542436033E-1,-3.287506104E-2
2.555947929E0,1.003729254E-1,-6.738185883E-2,-7.056808472E-2
2.560701002E0,1.880932786E-2,-6.683732569E-2,-8.421802521E-2
2.565454023E0,2.321682423E-1,-1.421735138E-1,-7.876968384E-2
2.570207096E0,5.245165229E-1,-2.074521482E-1,-3.540134430E-2
2.574960169E0,5.329189777E0,-1.855104566E0,2.198505402E-2
2.579713190E0,3.609847426E-1,-1.702851653E-1,7.449150085E-2
2.584466263E0,7.372929156E-2,-6.492356956E-2,5.524635315E-2
2.589219231E0,1.145686582E-2,-5.051600561E-2,4.081439972E-2
2.593972356E0,6.678916514E-3,-3.607812524E-2,-2.252578735E-3
2.598725377E0,2.573698014E-2,-3.127772361E-2,-2.135467529E-2
2.603478450E0,3.042895347E-2,-3.132002056E-2,-7.863712311E-2
2.608231523E0,4.466628283E-2,2.076044679E-3,-5.938529968E-2
2.612984544E0,2.066240832E-2,1.972794533E-3,-1.953125000E-3
2.617737617E0,1.581002399E-2,-2.907201648E-3,2.671337128E-2
2.622490638E0,1.411926001E-3,-2.944000065E-3,4.577445984E-2
2.627243711E0,1.370836049E-3,-7.700562477E-3,5.524539948E-2
2.631996731E0,-2.249732055E-2,-2.837643027E-3,5.992126465E-2
2.636749804E0,1.448258758E-3,-7.594935596E-3,3.115081787E-2
2.641502825E0,-3.197422624E-2,-2.789378166E-3,-1.667499542E-2
2.646255898E0,-1.278928667E-2,1.156158745E-2,-1.664543152E-2
2.651008971E0,-2.230115049E-2,2.001561224E-3,-1.183891296E-2
2.655761992E0,-3.133628517E-3,-4.098080099E-2,-2.264022827E-3
2.660515065E0,-1.266290992E-2,-3.133849055E-2,7.294654846E-3
2.665268086E0,-1.262101531E-2,-5.037609115E-2,3.116703033E-2
2.670021159E0,6.529878825E-3,-7.415726781E-2,3.111171722E-2
2.674774179E0,3.520032018E-2,-5.967908725E-2,2.394676208E-3
2.679527252E0,6.494209170E-3,-8.344396949E-2,-2.149581909E-2
2.684280325E0,2.561061457E-2,-6.417253613E-2,-4.056644440E-2
2.689033346E0,2.552805841E-2,-6.882153451E-2,-4.527187347E-2
2.693786419E0,3.022227064E-2,-5.441069603E-2,-3.085994720E-2
2.698539440E0,4.451986402E-2,-4.957984760E-2,-2.141952515E-3
2.703292513E0,1.096306369E-2,-3.048315644E-2,4.085731506E-2
2.708045534E0,6.185848266E-3,-1.614018530E-2,4.556369781E-2
2.712798606E0,1.569161192E-2,-3.048593551E-2,2.637481689E-2
2.717551679E0,6.128888577E-3,-6.531380117E-3,2.632904053E-2
2.722304700E0,1.091473177E-2,-1.128238440E-2,2.150630951E-2
2.727057773E0,1.361031085E-3,-6.470814347E-3,-2.418518066E-3
2.731810794E0,6.155900657E-3,1.266429573E-2,-7.190704346E-3
2.736563867E0,-2.249945886E-2,-1.617684960E-3,1.670646667E-2
2.741316888E0,-8.166268468E-3,-1.542873681E-3,7.122039795E-3
2.746069961E0,-1.296734810E-2,-6.302706897E-3,7.109642029E-3
2.750823034E0,1.349303871E-3,-2.055188268E-2,1.187229156E-2
2.755576054E0,-3.207475692E-2,-3.005655110E-2,-1.203441620E-2
2.760329127E0,-3.205539659E-2,-5.387758464E-2,-7.235527039E-3
2.765082148E0,-1.764678024E-2,-3.466109931E-2,-1.677894592E-2
2.769835221E0,1.513160765E-3,-6.325148046E-2,-2.418518066E-3
2.774588242E0,1.580628380E-2,-7.746092975E-2,-2.414703369E-3
2.779341315E0,-3.309365362E-3,-6.303898990E-2,-1.674270630E-2
2.784094284E0,1.582736149E-2,-5.819680914E-2,1.195049286E-2
2.788847409E0,3.015336394E-2,-7.725021243E-2,-3.584384918E-2
2.793600481E0,1.101194695E-2,-2.938624471E-2,-4.056072235E-2
2.798353502E0,1.458134502E-3,-5.320920050E-2,-2.615833282E-2
2.803106575E0,3.014135361E-2,-6.749422103E-2,1.688385010E-2
2.807859596E0,3.488836437E-2,-1.009220630E-2,-7.031440735E-3
2.812612669E0,1.088795811E-2,4.187144339E-3,1.675510406E-2
2.817365742E0,6.070621312E-3,1.834750921E-2,4.509067535E-2
2.822118763E0,2.027648315E-2,-1.026522368E-2,4.471492767E-2
2.826871836E0,-3.602147102E-3,2.780119330E-2,2.535915375E-2
2.831624856E0,-3.552965820E-3,3.855429590E-3,2.514743805E-2
2.836377929E0,1.241568476E-3,-1.039923728E-2,-1.777362823E-2
2.841130950E0,-3.494743258E-3,-8.065477014E-4,-8.132934570E-3
2.845884023E0,-1.293862984E-2,-1.502213627E-2,-3.179550171E-2
2.850637044E0,1.482434571E-3,-1.019322127E-2,-3.153038025E-2
2.855390117E0,-8.002292365E-3,-3.862491995E-2,2.568244934E-2
2.860143190E0,-2.695629559E-2,-3.354254365E-2,4.445171356E-2
2.864896211E0,-3.040462732E-3,-4.268302768E-2,3.458786011E-2
2.869649284E0,1.749802381E-3,-5.649309978E-2,2.006149292E-2
2.874402304E0,1.754384488E-3,-5.120502412E-2,-2.281856537E-2
2.879155325E0,-1.722413115E-2,-5.550934002E-2,-4.161167145E-2
2.883908450E0,-2.186461352E-2,-6.926907599E-2,-5.550193787E-2
2.888661471E0,-7.482737303E-3,-4.975081980E-2,-5.029296875E-2
2.893414544E0,-2.644106187E-2,-4.463251308E-2,-7.160186768E-3
2.898167565E0,-1.676681079E-2,-6.328567117E-2,1.662826538E-2
2.902920638E0,2.318348736E-3,-3.432574868E-2,5.445671082E-2
2.907673659E0,2.130185813E-2,-1.504213363E-2,5.400276184E-2
2.912426731E0,3.063565120E-2,-1.015650481E-2,2.033233643E-2
2.917179804E0,6.613902748E-3,-6.223917007E-4,2.016353607E-2
2.921932825E0,2.075845376E-2,4.143305123E-3,-2.271652222E-2
2.926685898E0,1.105631143E-2,8.812494576E-3,-2.727222443E-2
2.931438919E0,6.181396544E-3,-7.947608829E-4,-2.704429626E-2
2.936191992E0,-8.145038038E-3,-8.869692683E-4,-7.834434509E-3
2.940945013E0,1.376744360E-3,-2.465043962E-2,3.019714355E-2
