"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.183714800E-2,-1.494499969E1,-2.360700035E1,-3.232999802E1
4.183714800E-2,-1.476200008E1,-2.380220032E1,-3.247639847E1
5.183714800E-2,-1.478639984E1,-2.382659912E1,-3.263499832E1
6.183714800E-2,-1.476200008E1,-2.378999901E1,-3.258620071E1
7.183714800E-2,-1.481079960E1,-2.385099983E1,-3.261059952E1
7.912225200E-2,-1.483519936E1,-2.378999901E1,-3.256179810E1
9.183714800E-2,-1.484739971E1,-2.375339890E1,-3.262279892E1
1.018371480E-1,-1.489620018E1,-2.372900009E1,-3.262279892E1
1.118371480E-1,-1.494499969E1,-2.369239998E1,-3.259840012E1
1.218371480E-1,-1.503039932E1,-2.353380013E1,-3.258620071E1
1.318371480E-1,-1.507919979E1,-2.339959908E1,-3.245199966E1
1.418371480E-1,-1.518900013E1,-2.321660042E1,-3.237879944E1
1.518371480E-1,-1.525000000E1,-2.293599892E1,-3.226900101E1
1.618371480E-1,-1.542079926E1,-2.265539932E1,-3.215919876E1
1.718371480E-1,-1.562819958E1,-2.231379890E1,-3.189079857E1
1.818371480E-1,-1.579899979E1,-2.186240005E1,-3.171999931E1
1.918371480E-1,-1.603079987E1,-2.138660049E1,-3.162240028E1
2.018371480E-1,-1.636019897E1,-2.078879929E1,-3.140279961E1
2.118371480E-1,-1.670179939E1,-2.005679893E1,-3.125639915E1
2.218371480E-1,-1.703120041E1,-1.931259918E1,-3.108559990E1
2.318371480E-1,-1.738500023E1,-1.858059883E1,-3.093919945E1
2.418371480E-1,-1.760459900E1,-1.775099945E1,-3.085379982E1
2.518371480E-1,-1.770219994E1,-1.672620010E1,-3.095139885E1
2.618371480E-1,-1.771439934E1,-1.560379982E1,-3.102459908E1
2.718371480E-1,-1.760459900E1,-1.444479942E1,-3.115880013E1
2.818371480E-1,-1.732399940E1,-1.332240009E1,-3.141499901E1
2.918371480E-1,-1.684819984E1,-1.211460018E1,-3.191519928E1
3.018371480E-1,-1.620159912E1,-1.094339943E1,-3.252519989E1
3.118371480E-1,-1.538420010E1,-9.711199760E0,-3.319619751E1
3.218371480E-1,-1.446920013E1,-8.759599686E0,-3.397700119E1
3.318371480E-1,-1.339559937E1,-8.100799561E0,-3.480659866E1
3.418371480E-1,-1.238299942E1,-7.649399757E0,-3.566059875E1
3.518371480E-1,-1.121179962E1,-7.344399929E0,-3.658779907E1
3.618371480E-1,-1.011380005E1,-7.283400059E0,-3.753939819E1
3.718371480E-1,-9.040200233E0,-7.563999653E0,-3.829579926E1
3.818371480E-1,-8.039799690E0,-7.929999828E0,-3.904000092E1
3.918371480E-1,-7.161399841E0,-8.466799736E0,-3.975979996E1
4.018371480E-1,-6.295199871E0,-8.942600250E0,-4.038199997E1
4.118371480E-1,-5.660799980E0,-9.479399681E0,-4.091880035E1
4.218371480E-1,-5.038599968E0,-1.008939934E1,-4.141899872E1
4.318371480E-1,-4.574999809E0,-1.069939995E1,-4.174839783E1
4.418371480E-1,-4.111400127E0,-1.126060009E1,-4.205339813E1
