"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.001474900E-2,5.327098817E-2,1.001374841E0,1.023401546E1
2.201266600E-2,6.284779310E-2,1.082777739E0,1.029626465E1
2.401058300E-2,4.848258570E-2,1.164180517E0,1.035851383E1
2.600849900E-2,4.369417951E-2,1.226429820E0,1.039682102E1
2.800641600E-2,1.496376097E-2,1.298255920E0,1.041118622E1
3.000433300E-2,1.017535757E-2,1.326986313E0,1.038724422E1
3.200224900E-2,-3.292027488E-2,1.298255920E0,1.040639782E1
3.399995800E-2,-6.643909961E-2,1.269525409E0,1.040639782E1
3.599756200E-2,-8.080431074E-2,1.274313807E0,1.041597462E1
3.799516600E-2,-8.080431074E-2,1.298255920E0,1.042555141E1
3.999277000E-2,-4.728548229E-2,1.317409515E0,1.036330223E1
4.199037400E-2,-8.978256024E-3,1.307832718E0,1.030105305E1
4.398797900E-2,1.017535757E-2,1.283890605E0,1.026753426E1
4.598563500E-2,5.386953708E-3,1.202487826E0,1.021965027E1
4.798334300E-2,1.017535757E-2,1.125873327E0,1.023401546E1
4.998110400E-2,2.454056777E-2,1.130661726E0,1.025316906E1
5.197891600E-2,3.890577704E-2,1.159392118E0,1.019570827E1
5.397678100E-2,1.975216344E-2,1.164180517E0,1.010951710E1
5.597469700E-2,3.890577704E-2,1.178545833E0,9.999382973E0
5.797266600E-2,6.763619930E-2,1.207276225E0,9.894038200E0
5.997068700E-2,1.059434265E-1,1.250371814E0,9.879673004E0
6.196870800E-2,1.873462796E-1,1.341351509E0,9.913191795E0
6.396672900E-2,3.022679687E-1,1.456273198E0,9.903614998E0
6.596474900E-2,3.693056107E-1,1.575983286E0,9.855731010E0
6.796277000E-2,4.459200799E-1,1.700481772E0,9.831789017E0
6.996079100E-2,5.129576921E-1,1.791461468E0,9.783905029E0
7.195881200E-2,5.081692934E-1,1.839345455E0,9.798270226E0
7.395683300E-2,4.985924959E-1,1.824980259E0,9.745597839E0
7.595474900E-2,4.650736749E-1,1.796249866E0,9.731232643E0
7.795245800E-2,4.411316514E-1,1.772307754E0,9.874884605E0
7.995016600E-2,4.507084787E-1,1.896806240E0,1.003290176E1
8.194787400E-2,4.554968774E-1,2.016516447E0,9.956287384E0
8.394558300E-2,3.980360329E-1,1.987785935E0,9.769539833E0
8.594329100E-2,3.214215636E-1,1.963843942E0,9.807847023E0
8.794099900E-2,3.645172119E-1,2.107496023E0,9.917980194E0
