"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.464640900E-2,4.999559784E1,-9.469639587E1,-1.131915970E2
4.464640900E-2,4.999559784E1,-9.480619812E1,-1.131306000E2
5.464640900E-2,4.993460083E1,-9.479399872E1,-1.131793976E2
6.464640900E-2,4.999559784E1,-9.485499573E1,-1.131306000E2
7.464640900E-2,5.009320068E1,-9.478179932E1,-1.131062012E2
8.448416900E-2,5.012979889E1,-9.470859528E1,-1.131062012E2
9.464640900E-2,5.022739792E1,-9.458660126E1,-1.131062012E2
1.046464090E-1,5.031279755E1,-9.448899841E1,-1.130817947E2
1.146464090E-1,5.047139740E1,-9.436699677E1,-1.130451965E2
1.246464090E-1,5.064220047E1,-9.409859467E1,-1.130207977E2
1.346464090E-1,5.091059875E1,-9.385459900E1,-1.128743973E2
1.446464090E-1,5.117900085E1,-9.353739929E1,-1.128134003E2
1.546464090E-1,5.142300034E1,-9.313479614E1,-1.126669998E2
1.646464090E-1,5.171579742E1,-9.275659943E1,-1.124717941E2
1.746464090E-1,5.202079773E1,-9.213439941E1,-1.122155991E2
1.846464090E-1,5.228919983E1,-9.157319641E1,-1.119837952E2
1.946464090E-1,5.252099991E1,-9.093879700E1,-1.118495941E2
2.046464090E-1,5.269179916E1,-9.030439758E1,-1.117154007E2
2.146464090E-1,5.275279999E1,-8.938939667E1,-1.116909943E2
2.246464090E-1,5.275279999E1,-8.843779755E1,-1.116299973E2
2.346464090E-1,5.264299774E1,-8.748619843E1,-1.117032013E2
2.446464090E-1,5.244779968E1,-8.646139526E1,-1.118618011E2
2.546464090E-1,5.200859833E1,-8.550979614E1,-1.121912003E2
2.646464090E-1,5.149620056E1,-8.442399597E1,-1.126181946E2
2.746464090E-1,5.087400055E1,-8.336259460E1,-1.129963989E2
2.846464090E-1,5.019079971E1,-8.238659668E1,-1.134721985E2
2.946464090E-1,4.938559723E1,-8.166680145E1,-1.140578003E2
3.046464090E-1,4.853160095E1,-8.095919800E1,-1.147409973E2
3.146464090E-1,4.766539764E1,-8.043460083E1,-1.154119949E2
3.246464090E-1,4.679919815E1,-7.990999603E1,-1.161073990E2
3.346464090E-1,4.592079926E1,-7.978800201E1,-1.167661972E2
3.446464090E-1,4.505459976E1,-7.973919678E1,-1.174005966E2
3.546464090E-1,4.423719788E1,-7.980020142E1,-1.180105972E2
3.646464090E-1,4.346859741E1,-7.984899902E1,-1.186205978E2
3.746464090E-1,4.272439957E1,-8.006859589E1,-1.191451950E2
3.846464090E-1,4.201679993E1,-8.036139679E1,-1.196331940E2
3.946464090E-1,4.137019730E1,-8.061759949E1,-1.199991989E2
4.046464090E-1,4.079679871E1,-8.099579620E1,-1.204017944E2
4.146464090E-1,4.032099915E1,-8.128859711E1,-1.207799988E2
4.246464090E-1,3.993059921E1,-8.155699921E1,-1.211337967E2
4.346464090E-1,3.954019928E1,-8.189859772E1,-1.213899994E2
4.446464090E-1,3.914979935E1,-8.227680206E1,-1.216339951E2
4.546464090E-1,3.891799927E1,-8.265499878E1,-1.218170013E2
4.646464090E-1,3.864960098E1,-8.303319550E1,-1.219878006E2
4.746464090E-1,3.844219971E1,-8.344799805E1,-1.222317963E2
4.846464090E-1,3.822259903E1,-8.383840179E1,-1.223415985E2
4.946464090E-1,3.808839798E1,-8.415560150E1,-1.224879990E2
5.046464090E-1,3.796640015E1,-8.453379822E1,-1.225733948E2
5.146464090E-1,3.781999969E1,-8.481439972E1,-1.226953964E2
5.246464090E-1,3.775899887E1,-8.509500122E1,-1.228295975E2
5.346464090E-1,3.761259842E1,-8.526580048E1,-1.229759979E2
5.446464090E-1,3.757600021E1,-8.550979614E1,-1.230614014E2
5.546464090E-1,3.756380081E1,-8.564399719E1,-1.230858002E2
5.646464090E-1,3.752719879E1,-8.583919525E1,-1.231589966E2
5.746464090E-1,3.751499939E1,-8.604660034E1,-1.231955948E2
5.846464090E-1,3.746619797E1,-8.620520020E1,-1.232444000E2
5.946464090E-1,3.747840118E1,-8.643699646E1,-1.233175964E2
6.046464090E-1,3.747840118E1,-8.668099976E1,-1.233175964E2
6.146464090E-1,3.755159760E1,-8.685179901E1,-1.233419952E2
6.246464090E-1,3.758819962E1,-8.698600006E1,-1.233663940E2
6.346464090E-1,3.755159760E1,-8.714459991E1,-1.234395981E2
6.446464090E-1,3.751499939E1,-8.725439453E1,-1.234761963E2
6.546464090E-1,3.749060059E1,-8.733979797E1,-1.235005951E2
6.646464090E-1,3.750279999E1,-8.747399902E1,-1.235615997E2
6.746464090E-1,3.755159760E1,-8.753499603E1,-1.235372009E2
6.846464090E-1,3.757600021E1,-8.757160187E1,-1.235005951E2
6.946464090E-1,3.762479782E1,-8.763259888E1,-1.235005951E2
7.046464090E-1,3.769799805E1,-8.770579529E1,-1.234883957E2
7.146464090E-1,3.783219910E1,-8.782779694E1,-1.234883957E2
7.246464090E-1,3.794199753E1,-8.796199799E1,-1.235249939E2
7.346464090E-1,3.806399918E1,-8.812059784E1,-1.235249939E2
7.446464090E-1,3.813719940E1,-8.816939545E1,-1.234883957E2
7.546464090E-1,3.813719940E1,-8.825479889E1,-1.235372009E2
7.646464090E-1,3.816159821E1,-8.832799530E1,-1.236713943E2
7.746464090E-1,3.813719940E1,-8.842559814E1,-1.236469955E2
7.846464090E-1,3.807619858E1,-8.841339874E1,-1.236591949E2
7.946464090E-1,3.796640015E1,-8.841339874E1,-1.236591949E2
8.046464090E-1,3.788100052E1,-8.838899994E1,-1.236103973E2
8.146464090E-1,3.771019745E1,-8.830359650E1,-1.235737991E2
8.246464090E-1,3.760039902E1,-8.829139709E1,-1.235494003E2
8.346464090E-1,3.755159760E1,-8.831579590E1,-1.235127945E2
8.446464090E-1,3.751499939E1,-8.835240173E1,-1.234151993E2
8.546464090E-1,3.755159760E1,-8.834019470E1,-1.234273987E2
8.646464090E-1,3.758819962E1,-8.840119934E1,-1.234273987E2
8.746464090E-1,3.762479782E1,-8.847439575E1,-1.233908005E2
8.846464090E-1,3.766139984E1,-8.853540039E1,-1.233908005E2
8.946464090E-1,3.772240067E1,-8.868180084E1,-1.233908005E2
9.046464090E-1,3.780780029E1,-8.880379486E1,-1.233419952E2
9.146464090E-1,3.781999969E1,-8.882820129E1,-1.233663940E2
9.246464090E-1,3.780780029E1,-8.882820129E1,-1.233297958E2
9.346464090E-1,3.774679947E1,-8.887699890E1,-1.233541946E2
