"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.050293600E-2,-4.189853091E-3,1.748365760E0,1.040639782E1
2.250090500E-2,-2.334346622E-2,1.753154159E0,1.035372543E1
2.449887400E-2,1.017535757E-2,1.820191860E0,1.035372543E1
2.649684200E-2,4.369417951E-2,1.868075848E0,1.041118622E1
2.849481100E-2,9.636662155E-2,1.915959954E0,1.036809063E1
3.049278000E-2,1.586158574E-1,1.963843942E0,1.042076302E1
3.249074900E-2,2.591723204E-1,2.088342428E0,1.053568459E1
3.448871700E-2,2.783259451E-1,2.212841034E0,1.055483818E1
3.648673800E-2,2.735375464E-1,2.279878616E0,1.047343540E1
3.848481100E-2,2.256535143E-1,2.399588585E0,1.030105305E1
4.048288400E-2,1.250970364E-1,2.471414804E0,1.015261269E1
4.248095700E-2,8.678980917E-2,2.528875589E0,1.025316906E1
4.447908200E-2,1.394622475E-1,2.466626406E0,1.039203262E1
4.647720700E-2,1.969230920E-1,2.442684174E0,1.032978344E1
4.847538400E-2,2.256535143E-1,2.600701571E0,1.001853657E1
5.047361300E-2,1.586158574E-1,2.667739153E0,9.812635422E0
5.247189500E-2,1.538274586E-1,2.682104349E0,9.774328232E0
5.447022800E-2,2.160767019E-1,2.610278368E0,9.879673004E0
5.646861300E-2,2.160767019E-1,2.576759577E0,9.759963036E0
5.846705100E-2,-1.622071713E-1,2.351704597E0,9.927556992E0
6.046554000E-2,-4.926069975E-1,2.299032211E0,9.467870712E0
6.246408200E-2,-3.920505345E-1,2.251148224E0,9.477447510E0
6.446262400E-2,-4.207809567E-1,2.045246840E0,9.664195061E0
6.646116500E-2,-3.345896900E-1,1.820191860E0,9.582792282E0
6.845970700E-2,-3.298012912E-1,1.705270171E0,9.779116631E0
7.045824900E-2,-1.402403593E0,1.834557056E0,9.530119896E0
7.245679000E-2,-1.067215443E0,1.973420739E0,8.629899979E0
7.445533200E-2,-6.937199235E-1,1.987785935E0,8.864531517E0
7.645366500E-2,-3.681085110E-1,1.657386184E0,9.745597839E0
7.845184200E-2,3.890577704E-2,1.877652645E0,9.501389503E0
8.045002000E-2,3.022679687E-1,1.920748353E0,9.199720383E0
8.244819700E-2,5.656301379E-1,1.906383157E0,9.783905029E0
8.444637400E-2,9.056068063E-1,2.088342428E0,9.578003883E0
8.644455100E-2,1.068412542E0,2.179322004E0,9.932345390E0
8.844272800E-2,1.082777739E0,2.619855165E0,9.889249802E0
9.044090500E-2,1.054047346E0,2.950255156E0,9.506177902E0
9.243913400E-2,1.178545833E0,3.165733099E0,9.841365814E0
9.443741500E-2,1.116296530E0,3.065176725E0,1.072243214E1
9.643574900E-2,9.008184075E-1,3.314173698E0,1.094269848E1
9.843413400E-2,7.954735160E-1,3.845686436E0,1.019570827E1
1.004325720E-1,4.842272997E-1,3.749918461E0,1.092354488E1
1.024310090E-1,2.256535143E-1,4.042010784E0,1.061708736E1
1.044294470E-1,2.454056777E-2,4.195240021E0,1.048301220E1
1.064278840E-1,-2.962824702E-1,3.960608244E0,1.084693050E1
1.084263220E-1,-4.207809567E-1,4.305373192E0,1.039682102E1
1.104247590E-1,-5.931634903E-1,4.482543945E0,9.582792282E0
1.124231970E-1,-6.362590790E-1,3.836109638E0,1.062187576E1
1.144216340E-1,-6.314706802E-1,3.941454649E0,9.922768593E0
1.164200720E-1,-5.692214370E-1,3.912724018E0,9.597157478E0
1.184185090E-1,-3.776853085E-1,3.769072056E0,9.702502251E0
1.204169470E-1,-3.010708690E-1,3.323750496E0,1.001374817E1
1.224153840E-1,-8.559270948E-2,3.232770920E0,9.803058624E0
1.244138220E-1,-8.080431074E-2,2.873640537E0,9.855731010E0
1.264119470E-1,-1.191115379E-1,2.624643564E0,9.913191795E0
1.284100720E-1,-9.995792061E-2,2.749142170E0,9.410409927E0
1.304081970E-1,-7.601590455E-2,3.050811529E0,8.050502777E0
1.324063220E-1,-1.717839688E-1,2.447472572E0,9.525331497E0
1.344044470E-1,-3.633201122E-1,3.199252129E0,8.141483307E0
1.364025720E-1,-5.740098357E-1,2.217629433E0,9.702502251E0
1.384006970E-1,-6.985083222E-1,2.217629433E0,9.712079048E0
1.403988220E-1,-7.128735781E-1,2.385223389E0,8.898050308E0
1.423969470E-1,-7.080851793E-1,2.366069794E0,8.481459618E0
1.443950720E-1,-5.069721937E-1,2.361281395E0,8.969876289E0
1.463931970E-1,-2.819172442E-1,3.165733099E0,9.046490669E0
1.483913220E-1,-3.681085110E-1,1.441908002E0,6.197391033E0
1.503894470E-1,9.636662155E-2,1.690904975E0,1.210628128E1
1.523875720E-1,2.639607489E-1,3.840898037E0,8.021772385E0
1.543856970E-1,1.975216344E-2,2.557605982E0,8.831012726E0
1.563838220E-1,1.155202314E-1,2.667739153E0,9.156624794E0
1.583819990E-1,1.681926697E-1,3.314173698E0,8.371326447E0
1.603802280E-1,1.011550203E-1,2.911947727E0,9.008183479E0
1.623784570E-1,1.825578809E-1,2.840121746E0,9.487024307E0
1.643766860E-1,2.543839216E-1,3.208828926E0,8.888473511E0
1.663749150E-1,2.735375464E-1,2.873640537E0,9.348160744E0
1.683731450E-1,2.783259451E-1,2.787449360E0,9.338583946E0
1.703713740E-1,3.501519859E-1,3.055599928E0,9.108740807E0
1.723696030E-1,3.740940094E-1,3.184886694E0,9.343372345E0
1.743677280E-1,2.831143439E-1,2.667739153E0,9.606734276E0
1.763658530E-1,3.262099922E-1,3.074753523E0,9.261969566E0
1.783639780E-1,2.543839216E-1,3.204040527E0,9.233239174E0
1.803621030E-1,1.729810685E-1,2.648585558E0,9.798270226E0
1.823602280E-1,2.926911712E-1,3.496133089E0,9.065644264E0
1.843583530E-1,2.687491477E-1,2.902370930E0,1.058835697E1
1.863564780E-1,1.490390599E-1,2.571971178E0,1.130182934E1
