"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.081241700E-2,-4.928800106E0,-3.710020065E1,-1.938579941E1
4.081241700E-2,-4.892199993E0,-3.725880051E1,-1.906859970E1
5.081241700E-2,-4.806799889E0,-3.731979752E1,-1.889780045E1
6.081241700E-2,-4.745800018E0,-3.731979752E1,-1.893440056E1
7.081241700E-2,-4.721399784E0,-3.735639954E1,-1.886120033E1
8.081241700E-2,-4.733600140E0,-3.736859894E1,-1.880019951E1
8.594632300E-2,-4.733600140E0,-3.738079834E1,-1.876359940E1
9.081241700E-2,-4.757999897E0,-3.734420013E1,-1.875139999E1
1.008124170E-1,-4.721399784E0,-3.736859894E1,-1.864159966E1
1.108124170E-1,-4.648200035E0,-3.734420013E1,-1.862940025E1
1.208124170E-1,-4.635999680E0,-3.733200073E1,-1.860499954E1
1.308124170E-1,-4.635999680E0,-3.730759811E1,-1.848299980E1
1.408124170E-1,-4.623799801E0,-3.727099991E1,-1.838539886E1
1.508124170E-1,-4.574999809E0,-3.719779968E1,-1.826339912E1
1.608124170E-1,-4.416399956E0,-3.714899826E1,-1.805599976E1
1.708124170E-1,-4.196799755E0,-3.716119766E1,-1.778759956E1
1.808124170E-1,-4.074800014E0,-3.713679886E1,-1.748259926E1
1.908124170E-1,-3.928400040E0,-3.710020065E1,-1.705559921E1
2.008124170E-1,-3.757599831E0,-3.697819901E1,-1.644560051E1
2.108124170E-1,-3.537999868E0,-3.681959915E1,-1.579899979E1
2.208124170E-1,-3.379400015E0,-3.667319870E1,-1.506699944E1
2.308124170E-1,-3.196399927E0,-3.652679825E1,-1.423740005E1
2.408124170E-1,-3.135400057E0,-3.614859772E1,-1.315159988E1
2.508124170E-1,-3.171999931E0,-3.555080032E1,-1.189499950E1
2.608124170E-1,-3.147599936E0,-3.475780106E1,-1.050419998E1
2.708124170E-1,-3.233000040E0,-3.376959991E1,-9.064599991E0
2.808124170E-1,-3.330600023E0,-3.228120041E1,-7.698199749E0
2.908124170E-1,-3.476999998E0,-3.058539963E1,-6.356199741E0
3.008124170E-1,-3.586799860E0,-2.857239914E1,-5.209399700E0
3.108124170E-1,-3.659999847E0,-2.629100037E1,-4.245599747E0
3.208124170E-1,-3.745399952E0,-2.388759995E1,-3.720999956E0
3.308124170E-1,-3.769799948E0,-2.110599899E1,-3.623399973E0
3.408124170E-1,-3.769799948E0,-1.812919998E1,-3.964999914E0
3.508124170E-1,-3.745399952E0,-1.492059994E1,-4.867799759E0
3.608124170E-1,-3.757599831E0,-1.201700020E1,-6.429399967E0
3.708124170E-1,-3.891799927E0,-9.113399506E0,-9.003600121E0
3.808124170E-1,-4.099199772E0,-6.502599716E0,-1.180959988E1
3.908124170E-1,-4.355400085E0,-4.294399738E0,-1.490839958E1
4.008124170E-1,-4.672599792E0,-2.525399923E0,-1.823900032E1
4.108124170E-1,-4.977600098E0,-1.598199964E0,-2.181359863E1
4.208124170E-1,-5.380199909E0,-1.220000029E0,-2.525399971E1
4.308124170E-1,-5.721799850E0,-1.329800010E0,-2.846259880E1
4.408124170E-1,-5.965799809E0,-1.842199922E0,-3.130519867E1
4.508124170E-1,-6.063399792E0,-2.891399860E0,-3.342799759E1
4.608124170E-1,-6.124399662E0,-4.038199902E0,-3.528239822E1
4.708124170E-1,-6.173199654E0,-5.258199692E0,-3.683179855E1
4.808124170E-1,-6.112199783E0,-6.441599846E0,-3.813719940E1
4.908124170E-1,-6.087800026E0,-7.588399887E0,-3.907659912E1
5.008124170E-1,-5.953599930E0,-8.625399590E0,-3.991839981E1
5.108124170E-1,-5.880399704E0,-9.760000229E0,-4.066259766E1
5.208124170E-1,-5.831599712E0,-1.078479958E1,-4.126039886E1
5.308124170E-1,-5.770599842E0,-1.172420025E1,-4.166299820E1
5.408124170E-1,-5.672999859E0,-1.252939987E1,-4.204119873E1
5.508124170E-1,-5.587599754E0,-1.326139927E1,-4.237059784E1
5.608124170E-1,-5.551000118E0,-1.388359928E1,-4.268779755E1
5.708124170E-1,-5.514400005E0,-1.437160015E1,-4.298059845E1
5.808124170E-1,-5.465600014E0,-1.490839958E1,-4.317580032E1
5.908124170E-1,-5.465600014E0,-1.529879951E1,-4.330999756E1
6.008124170E-1,-5.465600014E0,-1.572579956E1,-4.345639801E1
6.108124170E-1,-5.465600014E0,-1.599419975E1,-4.354179764E1
6.208124170E-1,-5.526599884E0,-1.627479935E1,-4.366379929E1
6.308124170E-1,-5.587599754E0,-1.655539894E1,-4.374919891E1
6.408124170E-1,-5.648600101E0,-1.684819984E1,-4.383459854E1
6.508124170E-1,-5.660799980E0,-1.704339981E1,-4.382239914E1
6.608124170E-1,-5.721799850E0,-1.722640038E1,-4.385899734E1
6.708124170E-1,-5.746200085E0,-1.739719963E1,-4.390779877E1
6.808124170E-1,-5.770599842E0,-1.750699997E1,-4.390779877E1
6.908124170E-1,-5.795000076E0,-1.760459900E1,-4.391999817E1
7.008124170E-1,-5.807199955E0,-1.776319885E1,-4.390779877E1
7.108124170E-1,-5.795000076E0,-1.782419968E1,-4.389559937E1
7.208124170E-1,-5.795000076E0,-1.793400002E1,-4.391999817E1
7.308124170E-1,-5.819399834E0,-1.803159904E1,-4.385899734E1
7.408119790E-1,-5.868199825E0,-1.808040047E1,-4.379800034E1
7.508119790E-1,-5.868199825E0,-1.814139938E1,-4.379800034E1
7.608119790E-1,-5.904799938E0,-1.823900032E1,-4.383459854E1
7.708119790E-1,-5.941400051E0,-1.831220055E1,-4.384679794E1
7.808119790E-1,-6.002399921E0,-1.831220055E1,-4.374919891E1
7.908119790E-1,-6.087800026E0,-1.833659935E1,-4.383459854E1
8.008119790E-1,-6.160999775E0,-1.837319946E1,-4.377359772E1
8.108119790E-1,-6.234200001E0,-1.844639969E1,-4.376139832E1
8.208119790E-1,-6.282999992E0,-1.848299980E1,-4.381019974E1
8.308119790E-1,-6.343999863E0,-1.851959991E1,-4.374919891E1
8.408119790E-1,-6.417200089E0,-1.854399872E1,-4.372480011E1
8.508119790E-1,-6.502599716E0,-1.853179932E1,-4.377359772E1
8.608119790E-1,-6.502599716E0,-1.855620003E1,-4.381019974E1
8.708119790E-1,-6.526999950E0,-1.860499954E1,-4.376139832E1
8.808119790E-1,-6.514800072E0,-1.858059883E1,-4.373699951E1
8.908119790E-1,-6.490399837E0,-1.854399872E1,-4.373699951E1
9.008119790E-1,-6.478199959E0,-1.858059883E1,-4.368819809E1
9.108119790E-1,-6.490399837E0,-1.859280014E1,-4.370039749E1
9.208119790E-1,-6.429399967E0,-1.859280014E1,-4.367599869E1
9.308119790E-1,-6.343999863E0,-1.864159966E1,-4.361499786E1
9.408119790E-1,-6.295199871E0,-1.867819977E1,-4.361499786E1
9.508119790E-1,-6.197599888E0,-1.870260048E1,-4.365159988E1
9.608119790E-1,-6.160999775E0,-1.873920059E1,-4.363940048E1
9.708119790E-1,-6.087800026E0,-1.872699928E1,-4.362719727E1
9.808119790E-1,-6.051199913E0,-1.867819977E1,-4.367599869E1
9.908119790E-1,-5.965799809E0,-1.870260048E1,-4.368819809E1
1.000811979E0,-5.929199696E0,-1.871479988E1,-4.367599869E1
1.010811979E0,-5.855999947E0,-1.866600037E1,-4.361499786E1
1.020811979E0,-5.855999947E0,-1.862940025E1,-4.362719727E1
1.030811979E0,-5.831599712E0,-1.856839943E1,-4.356620026E1
1.040811979E0,-5.770599842E0,-1.854399872E1,-4.360279846E1
