"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.198182800E-2,-1.669955701E-1,1.647809267E0,1.010951710E1
2.328599500E-2,-1.957259923E-1,1.781884670E0,1.017176628E1
2.495589000E-2,-1.813607812E-1,1.920748353E0,1.016697788E1
2.692109900E-2,-1.957259923E-1,2.035670042E0,1.009515190E1
2.888630700E-2,-2.053027898E-1,2.050035238E0,1.007599831E1
3.085151500E-2,-1.957259923E-1,2.021304846E0,1.010472870E1
3.281672400E-2,-1.717839688E-1,2.035670042E0,1.008078671E1
3.478193200E-2,-1.909375787E-1,1.973420739E0,1.005684471E1
3.674714000E-2,-1.765723825E-1,1.944690347E0,1.006163311E1
3.871234900E-2,-2.196680009E-1,1.853710651E0,1.007120991E1
4.067755700E-2,-2.244564146E-1,1.791461468E0,1.009994030E1
4.264276500E-2,-1.861491799E-1,1.796249866E0,1.015261269E1
4.460797400E-2,-1.669955701E-1,1.820191860E0,1.026274586E1
4.657318200E-2,-1.430535465E-1,1.901594758E0,1.032020664E1
4.853839000E-2,-1.526303589E-1,1.915959954E0,1.030105305E1
5.050359900E-2,-2.053027898E-1,1.954267144E0,1.028189945E1
5.246880700E-2,-2.723404467E-1,2.040458441E0,1.027232265E1
5.443401500E-2,-3.298012912E-1,2.069188833E0,1.019091988E1
5.639922400E-2,-4.064157307E-1,2.069188833E0,1.010472870E1
5.836443200E-2,-4.686649740E-1,2.078765631E0,1.006163311E1
6.032964000E-2,-4.734533727E-1,2.073977232E0,1.000417137E1
6.229484900E-2,-4.255693555E-1,2.136226416E0,9.980229378E0
6.426005700E-2,-4.159925580E-1,2.222417831E0,9.903614998E0
6.622526500E-2,-4.447229803E-1,2.217629433E0,9.803058624E0
6.819047400E-2,-4.064157307E-1,2.208052635E0,9.640253067E0
7.015568200E-2,-3.824737072E-1,2.141014814E0,9.520543098E0
7.212089000E-2,-3.872621357E-1,2.078765631E0,9.530119896E0
7.408609900E-2,-4.064157307E-1,2.035670042E0,9.640253067E0
7.605130700E-2,-3.824737072E-1,2.064400434E0,9.664195061E0
7.801651500E-2,-2.771288455E-1,2.198475599E0,9.692925453E0
7.998172400E-2,-1.334767491E-1,2.322974205E0,9.640253067E0
8.194693200E-2,-1.095347255E-1,2.318185806E0,9.448717117E0
