"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.127376400E-2,1.088483963E2,-1.968470001E2,-9.511119843E1
5.127376400E-2,1.087995987E2,-1.969079895E2,-9.474520111E1
6.127376400E-2,1.088727951E2,-1.968957977E2,-9.476959991E1
7.127376400E-2,1.089459991E2,-1.970056000E2,-9.474520111E1
8.127376400E-2,1.089216003E2,-1.970056000E2,-9.473300171E1
9.127376400E-2,1.089459991E2,-1.970299988E2,-9.479399872E1
1.012737640E-1,1.089459991E2,-1.970177917E2,-9.484279633E1
1.112737640E-1,1.089825974E2,-1.969933929E2,-9.485499573E1
1.212737640E-1,1.090435944E2,-1.969324036E2,-9.486719513E1
1.312737640E-1,1.090680008E2,-1.969079895E2,-9.496479797E1
1.412737640E-1,1.090069962E2,-1.968470001E2,-9.500139618E1
1.512737640E-1,1.090069962E2,-1.967005920E2,-9.505020142E1
1.612737640E-1,1.090191956E2,-1.965663910E2,-9.515999603E1
1.712737640E-1,1.089825974E2,-1.964077911E2,-9.524539948E1
1.812737640E-1,1.089337997E2,-1.962247925E2,-9.530639648E1
1.912737640E-1,1.088239975E2,-1.960296021E2,-9.541619873E1
2.012737640E-1,1.086653976E2,-1.958710022E2,-9.550159454E1
2.112737640E-1,1.085311966E2,-1.956147919E2,-9.561139679E1
2.212737640E-1,1.084091949E2,-1.953585968E2,-9.567240143E1
2.312737640E-1,1.081286011E2,-1.949925995E2,-9.590419769E1
2.412737640E-1,1.078723984E2,-1.946875916E2,-9.607499695E1
2.512737640E-1,1.076772003E2,-1.943825989E2,-9.625799561E1
2.612737640E-1,1.074575958E2,-1.940166016E2,-9.647760010E1
2.712737640E-1,1.072623978E2,-1.936505890E2,-9.677040100E1
2.812737640E-1,1.071769943E2,-1.932723999E2,-9.717299652E1
2.912737640E-1,1.071037979E2,-1.929308014E2,-9.763659668E1
3.012737640E-1,1.070428009E2,-1.926501923E2,-9.817340088E1
3.112737640E-1,1.071769943E2,-1.925769958E2,-9.868579865E1
3.212737640E-1,1.072623978E2,-1.926013947E2,-9.925920105E1
3.312737640E-1,1.073843994E2,-1.926867981E2,-9.979599762E1
3.412737640E-1,1.075551987E2,-1.929429932E2,-1.002717972E2
3.512737640E-1,1.077625961E2,-1.933822021E2,-1.006377945E2
3.612737640E-1,1.079089966E2,-1.938945923E2,-1.009183960E2
3.712737640E-1,1.081408005E2,-1.944313965E2,-1.010769958E2
3.812737640E-1,1.085189972E2,-1.949559937E2,-1.011867981E2
3.912737640E-1,1.090802002E2,-1.956147919E2,-1.010769958E2
4.012737640E-1,1.097755966E2,-1.962247925E2,-1.009061966E2
4.112737640E-1,1.105685959E2,-1.968713989E2,-1.007475967E2
4.212737640E-1,1.114957962E2,-1.974813995E2,-1.005401993E2
4.312737640E-1,1.125571976E2,-1.980670013E2,-1.003450012E2
4.412737640E-1,1.137649994E2,-1.986891937E2,-1.000278015E2
4.512737640E-1,1.148264008E2,-1.992991943E2,-9.980819702E1
4.612737640E-1,1.158267975E2,-1.998725891E2,-9.967399597E1
4.712737640E-1,1.165831985E2,-2.001165924E2,-9.963739777E1
4.812737640E-1,1.172541962E2,-2.002995911E2,-9.971060181E1
4.912737640E-1,1.179374008E2,-2.003117981E2,-9.984479523E1
5.012737640E-1,1.184863968E2,-2.002019958E2,-1.001253967E2
5.112737640E-1,1.189499969E2,-1.999214020E2,-1.007109985E2
5.212737640E-1,1.194135971E2,-1.995553894E2,-1.015649948E2
5.312737640E-1,1.200113983E2,-1.992626038E2,-1.025166016E2
5.412737640E-1,1.205970001E2,-1.990186005E2,-1.036389999E2
5.512737640E-1,1.213167953E2,-1.990307922E2,-1.049321976E2
5.612737640E-1,1.224392014E2,-1.996407928E2,-1.061887970E2
5.712737640E-1,1.237323990E2,-2.007997894E2,-1.069817963E2
5.812737640E-1,1.251231995E2,-2.021174011E2,-1.072136002E2
5.912737640E-1,1.261601944E2,-2.034349976E2,-1.070183945E2
6.012737640E-1,1.268190002E2,-2.048867950E2,-1.061521988E2
6.112737640E-1,1.273313980E2,-2.061799927E2,-1.048590012E2
6.212737640E-1,1.277217941E2,-2.073145905E2,-1.032851944E2
6.312737640E-1,1.279291992E2,-2.081929932E2,-1.015527954E2
6.412737640E-1,1.277217941E2,-2.083271942E2,-9.966179657E1
6.512737640E-1,1.271605988E2,-2.080343933E2,-9.811239624E1
6.612737640E-1,1.265018005E2,-2.076683960E2,-9.703879547E1
6.712737640E-1,1.260137939E2,-2.074243927E2,-9.598960114E1
6.812737640E-1,1.255989990E2,-2.070339966E2,-9.503799438E1
6.912737640E-1,1.251110001E2,-2.066313934E2,-9.446459961E1
7.012737640E-1,1.244888000E2,-2.062897949E2,-9.365940094E1
7.112737640E-1,1.240251999E2,-2.058018036E2,-9.318360138E1
7.212737640E-1,1.237201996E2,-2.053992004E2,-9.291519928E1
7.312737640E-1,1.234761963E2,-2.049843903E2,-9.269559479E1
7.412737640E-1,1.232444000E2,-2.045818024E2,-9.248819733E1
7.512737640E-1,1.230369949E2,-2.041304016E2,-9.240280151E1
7.612737640E-1,1.230491943E2,-2.036667938E2,-9.268339539E1
7.712737640E-1,1.232077942E2,-2.032276001E2,-9.287860107E1
7.812737640E-1,1.235494003E2,-2.028981934E2,-9.336660004E1
7.912737640E-1,1.237811966E2,-2.028616028E2,-9.340319824E1
8.012737640E-1,1.238177948E2,-2.029104004E2,-9.331779480E1
8.112737640E-1,1.238299942E2,-2.028493958E2,-9.326899719E1
8.212737640E-1,1.238299942E2,-2.028005981E2,-9.322019958E1
8.312737640E-1,1.238422012E2,-2.026785889E2,-9.319580078E1
8.412737640E-1,1.238177948E2,-2.026053925E2,-9.312259674E1
8.512737640E-1,1.237933960E2,-2.026785889E2,-9.307379913E1
8.612737640E-1,1.237201996E2,-2.026785889E2,-9.302500153E1
8.712737640E-1,1.236958008E2,-2.025932007E2,-9.307379913E1
8.812737640E-1,1.236225967E2,-2.024711914E2,-9.313479614E1
8.912737640E-1,1.235249939E2,-2.024102020E2,-9.315919495E1
9.012737640E-1,1.233297958E2,-2.023125916E2,-9.314699554E1
9.112737640E-1,1.231833954E2,-2.022149963E2,-9.313479614E1
9.212737640E-1,1.230125961E2,-2.022027893E2,-9.318360138E1
9.312737640E-1,1.227319946E2,-2.020930023E2,-9.317140198E1
9.412737640E-1,1.224636002E2,-2.019953918E2,-9.314699554E1
9.512737640E-1,1.222561951E2,-2.018977966E2,-9.314699554E1
9.612737640E-1,1.221097946E2,-2.017879944E2,-9.311039734E1
9.712737640E-1,1.219756012E2,-2.016416016E2,-9.313479614E1
9.812737640E-1,1.219633942E2,-2.014951935E2,-9.319580078E1
9.912737640E-1,1.219267960E2,-2.014951935E2,-9.317140198E1
1.001273764E0,1.219023972E2,-2.013000031E2,-9.320800018E1
1.011273764E0,1.219633942E2,-2.011902008E2,-9.326899719E1
1.021273764E0,1.219878006E2,-2.011779938E2,-9.333000183E1
1.031273764E0,1.219389954E2,-2.011902008E2,-9.336660004E1
1.041273764E0,1.218535995E2,-2.012145996E2,-9.340319824E1
1.051273764E0,1.216828003E2,-2.012511902E2,-9.335440063E1
1.061273764E0,1.214265976E2,-2.012633972E2,-9.323239899E1
1.071273764E0,1.211459961E2,-2.011902008E2,-9.314699554E1
1.081273764E0,1.208287964E2,-2.011169891E2,-9.295179749E1
1.091273764E0,1.205603943E2,-2.008730011E2,-9.290299988E1
1.101273764E0,1.203529968E2,-2.004825897E2,-9.282979584E1
1.111273764E0,1.202187958E2,-2.000921936E2,-9.286640167E1
1.121273764E0,1.201090012E2,-1.996163940E2,-9.297619629E1
1.131273764E0,1.202309952E2,-1.991284027E2,-9.315919495E1
1.141273764E0,1.203529968E2,-1.987014008E2,-9.342759705E1
1.151273764E0,1.205481949E2,-1.982987976E2,-9.368379974E1
1.161273764E0,1.208165970E2,-1.979449921E2,-9.401319885E1
1.171273764E0,1.210362015E2,-1.977375946E2,-9.425719452E1
1.181273764E0,1.212923965E2,-1.975423889E2,-9.450119781E1
1.191273764E0,1.215363998E2,-1.973715973E2,-9.468419647E1
1.201273764E0,1.217193985E2,-1.972496033E2,-9.481839752E1
1.211273764E0,1.217803955E2,-1.970543976E2,-9.498919678E1
1.221273764E0,1.219389954E2,-1.968713989E2,-9.519660187E1
1.231273764E0,1.220853958E2,-1.965175934E2,-9.550159454E1
1.241273764E0,1.222317963E2,-1.961638031E2,-9.590419769E1
1.251273764E0,1.224514008E2,-1.956635895E2,-9.641659546E1
1.261273764E0,1.228661957E2,-1.950780029E2,-9.740480042E1
1.271273764E0,1.234273987E2,-1.945289917E2,-9.871019745E1
1.281273764E0,1.240739975E2,-1.943947906E2,-1.001986008E2
1.291273764E0,1.246230011E2,-1.946875916E2,-1.016381989E2
1.301273764E0,1.247816010E2,-1.953219910E2,-1.030777969E2
1.311273764E0,1.248913956E2,-1.963224030E2,-1.043832016E2
1.321273764E0,1.248913956E2,-1.975912018E2,-1.054445953E2
1.331273764E0,1.247205963E2,-1.992503967E2,-1.061399994E2
1.341273764E0,1.243302002E2,-2.012389984E2,-1.061887970E2
1.351273764E0,1.237201996E2,-2.032519989E2,-1.057129974E2
1.361273764E0,1.230614014E2,-2.049477997E2,-1.049809952E2
1.371273764E0,1.224269943E2,-2.063020020E2,-1.039927979E2
1.381273764E0,1.221707993E2,-2.073267975E2,-1.028582001E2
1.391273764E0,1.219389954E2,-2.080831909E2,-1.016869965E2
1.401273764E0,1.218047943E2,-2.086199951E2,-1.006133957E2
1.411273764E0,1.218047943E2,-2.089250031E2,-9.968619537E1
1.421273764E0,1.216949997E2,-2.090347900E2,-9.883219910E1
1.431273764E0,1.216706009E2,-2.090225983E2,-9.810019684E1
1.441273764E0,1.216339951E2,-2.089371948E2,-9.741699982E1
1.451273764E0,1.216339951E2,-2.088639984E2,-9.694120026E1
1.461273764E0,1.216461945E2,-2.087664032E2,-9.648979950E1
1.471273764E0,1.215973969E2,-2.087419891E2,-9.614820099E1
1.481273764E0,1.216095963E2,-2.086199951E2,-9.585540009E1
1.491273764E0,1.216217957E2,-2.085223999E2,-9.563579559E1
1.501273764E0,1.216828003E2,-2.084003906E2,-9.546499634E1
1.511273764E0,1.216949997E2,-2.083271942E2,-9.533079529E1
1.521273764E0,1.217193985E2,-2.083150024E2,-9.520880127E1
1.531273764E0,1.217681961E2,-2.082783966E2,-9.511119843E1
1.541273764E0,1.217925949E2,-2.081929932E2,-9.501359558E1
