"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.867366300E-2,2.576639938E1,-9.558699799E1,-3.645359802E1
3.867366300E-2,1.787299919E1,-6.004839706E1,-3.325719833E1
4.867366300E-2,1.516459942E1,-4.827539825E1,-3.201279831E1
5.867366300E-2,1.379819965E1,-4.232180023E1,-3.154920006E1
6.867366300E-2,1.294419956E1,-3.878379822E1,-3.113439941E1
7.867366300E-2,1.240740013E1,-3.640480042E1,-3.091479874E1
8.583418400E-2,1.199259949E1,-3.480659866E1,-3.079279900E1
8.867366300E-2,1.169979954E1,-3.359880066E1,-3.069519997E1
9.867366300E-2,9.686800003E0,-2.481480026E1,-2.986559868E1
1.086736630E-1,9.662400246E0,-2.493680000E1,-2.984119987E1
1.186736630E-1,9.625800133E0,-2.499779892E1,-2.985339928E1
1.286736630E-1,9.601399422E0,-2.509539986E1,-2.980459976E1
1.386736630E-1,9.552599907E0,-2.511979866E1,-2.984119987E1
1.486736630E-1,9.528200150E0,-2.513199997E1,-2.984119987E1
1.586736630E-1,9.515999794E0,-2.505879974E1,-2.984119987E1
1.686736630E-1,9.467200279E0,-2.508320045E1,-2.978019905E1
1.786736630E-1,9.442799568E0,-2.509539986E1,-2.971920013E1
1.886736630E-1,9.418399811E0,-2.508320045E1,-2.968260002E1
1.986736630E-1,9.418399811E0,-2.501000023E1,-2.962159920E1
2.086736630E-1,9.406199455E0,-2.498559952E1,-2.960939980E1
2.186736630E-1,9.467200279E0,-2.497340012E1,-2.952400017E1
2.286736630E-1,9.479399681E0,-2.505879974E1,-2.946299934E1
2.386736630E-1,9.515999794E0,-2.515639877E1,-2.936540031E1
2.486736630E-1,9.613599777E0,-2.510759926E1,-2.929220009E1
2.586736630E-1,9.650199890E0,-2.504660034E1,-2.926779938E1
2.686736630E-1,9.698999405E0,-2.501000023E1,-2.915799904E1
2.786736630E-1,9.784399986E0,-2.501000023E1,-2.906040001E1
2.886736630E-1,9.857600212E0,-2.483919907E1,-2.887739944E1
2.986736630E-1,9.942999840E0,-2.476599884E1,-2.869439888E1
3.086736630E-1,1.005280018E1,-2.459519958E1,-2.853579903E1
3.186736630E-1,1.016259956E1,-2.437559891E1,-2.831620026E1
3.286736630E-1,1.026019955E1,-2.420479965E1,-2.809659958E1
3.386736630E-1,1.041879940E1,-2.403400040E1,-2.790139961E1
3.486736630E-1,1.054080009E1,-2.381439972E1,-2.771839905E1
3.586736630E-1,1.067500019E1,-2.361919975E1,-2.753540039E1
