"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.832084400E-2,-3.292027488E-2,3.836708367E-1,9.822212219E0
1.927943800E-2,-3.292027488E-2,3.405751884E-1,9.817423820E0
2.124464600E-2,-3.292027488E-2,3.405751884E-1,9.783905029E0
2.320985500E-2,-1.855506375E-2,3.501519859E-1,9.769539833E0
2.517506300E-2,-4.249707982E-2,3.693056107E-1,9.755174637E0
2.714027100E-2,-2.813187055E-2,3.501519859E-1,9.745597839E0
2.910548000E-2,-2.813187055E-2,3.501519859E-1,9.745597839E0
3.107068800E-2,-5.207388848E-2,3.740940094E-1,9.726444244E0
3.303589600E-2,-4.728548229E-2,3.788824081E-1,9.664195061E0
3.500110500E-2,-6.165069342E-2,3.549404144E-1,9.635464668E0
3.696631300E-2,-5.207388848E-2,3.597288132E-1,9.621099472E0
3.893152100E-2,-8.978256024E-3,3.597288132E-1,9.664195061E0
4.089673000E-2,2.932897024E-2,3.405751884E-1,9.764751434E0
4.286193800E-2,7.721300423E-2,3.309983909E-1,9.865307808E0
4.482714600E-2,8.678980917E-2,3.453635871E-1,9.946710587E0
4.679235500E-2,9.157821536E-2,3.693056107E-1,9.898826599E0
4.875756300E-2,9.157821536E-2,3.405751884E-1,9.922768593E0
5.072277100E-2,7.721300423E-2,3.262099922E-1,9.937133789E0
5.268798000E-2,9.157821536E-2,3.214215636E-1,9.941922188E0
5.465318800E-2,1.107318252E-1,2.974795699E-1,9.961075783E0
5.661839600E-2,1.155202314E-1,3.070563674E-1,9.922768593E0
5.858360500E-2,1.203086376E-1,2.879027426E-1,9.903614998E0
6.054881300E-2,1.203086376E-1,2.879027426E-1,9.874884605E0
6.251402100E-2,1.250970364E-1,2.783259451E-1,9.841365814E0
6.447923000E-2,1.059434265E-1,2.735375464E-1,9.855731010E0
6.644443800E-2,9.636662155E-2,2.974795699E-1,9.865307808E0
6.840964600E-2,5.805939063E-2,2.926911712E-1,9.898826599E0
7.037485500E-2,2.454056777E-2,3.070563674E-1,9.894038200E0
7.234006300E-2,1.975216344E-2,3.118447661E-1,9.827000618E0
7.430527100E-2,-1.376665942E-2,3.214215636E-1,9.803058624E0
7.626829200E-2,1.496376097E-2,3.214215636E-1,9.846154213E0
7.823266700E-2,2.932897024E-2,2.926911712E-1,9.894038200E0
8.019969800E-2,3.411737457E-2,3.214215636E-1,9.860519409E0
8.217053200E-2,5.386953708E-3,2.926911712E-1,9.798270226E0
8.414610500E-2,1.017535757E-2,2.831143439E-1,9.721655846E0
8.612714600E-2,5.985504249E-4,2.974795699E-1,9.673771858E0
8.811407300E-2,1.975216344E-2,2.831143439E-1,9.649829865E0
9.010709400E-2,5.386953708E-3,2.735375464E-1,9.601945877E0
9.210615700E-2,1.496376097E-2,2.783259451E-1,9.649829865E0
9.411100000E-2,1.017535757E-2,2.879027426E-1,9.750386238E0
9.612110500E-2,5.985504249E-4,3.118447661E-1,9.793481827E0
9.813579200E-2,5.386953708E-3,3.166331649E-1,9.846154213E0
1.001541770E-1,-1.855506375E-2,3.309983909E-1,9.841365814E0
1.021753230E-1,-4.728548229E-2,3.405751884E-1,9.769539833E0
1.041981880E-1,-4.728548229E-2,3.405751884E-1,9.697713852E0
1.062217300E-1,-5.207388848E-2,3.453635871E-1,9.649829865E0
1.082366250E-1,-6.643909961E-2,3.549404144E-1,9.606734276E0
1.102347500E-1,-5.207388848E-2,3.501519859E-1,9.597157478E0
1.122327190E-1,-3.770867735E-2,3.453635871E-1,9.625887871E0
1.142306360E-1,-4.249707982E-2,3.549404144E-1,9.688137054E0
1.162285520E-1,-2.334346622E-2,3.501519859E-1,9.793481827E0
1.182264690E-1,-2.813187055E-2,3.597288132E-1,9.850942612E0
1.202243860E-1,-1.855506375E-2,3.884592354E-1,9.793481827E0
1.222223020E-1,-1.376665942E-2,3.788824081E-1,9.716867447E0
1.242202190E-1,-3.292027488E-2,3.693056107E-1,9.673771858E0
1.262181360E-1,-4.728548229E-2,3.836708367E-1,9.640253067E0
1.282161050E-1,-6.643909961E-2,3.836708367E-1,9.558850288E0
1.302141250E-1,-8.080431074E-2,3.980360329E-1,9.458293915E0
1.322121980E-1,-9.038111567E-2,3.788824081E-1,9.376891136E0
1.342103230E-1,-8.080431074E-2,3.693056107E-1,9.487024307E0
1.362084480E-1,-5.686229095E-2,3.740940094E-1,9.707290649E0
1.382065730E-1,-4.249707982E-2,4.219780564E-1,9.793481827E0
1.402046980E-1,-7.601590455E-2,5.608417392E-1,9.788693428E0
1.422028230E-1,-1.143231317E-1,5.321113467E-1,9.645041466E0
1.442009480E-1,-1.669955701E-1,4.985924959E-1,9.458293915E0
1.461990730E-1,-1.909375787E-1,4.985924959E-1,9.434351921E0
1.481971980E-1,-2.100912035E-1,4.602852762E-1,9.554061890E0
