"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.346896700E-2,-1.006499958E1,-9.503799438E0,-5.217939758E1
6.346896700E-2,-1.006499958E1,-9.357399940E0,-5.213059998E1
7.346896700E-2,-1.016259956E1,-9.345199585E0,-5.204520035E1
8.346896700E-2,-1.021140003E1,-9.357399940E0,-5.197200012E1
9.346896700E-2,-1.029679966E1,-9.333000183E0,-5.202079773E1
1.034689670E-1,-1.035779953E1,-9.271999359E0,-5.200859833E1
1.131749560E-1,-1.036999989E1,-9.247599602E0,-5.200859833E1
1.234689670E-1,-1.036999989E1,-9.259799957E0,-5.195980072E1
1.334689670E-1,-1.041879940E1,-9.235400200E0,-5.188660049E1
1.434689670E-1,-1.047980022E1,-9.320799828E0,-5.187439728E1
1.534689670E-1,-1.045539951E1,-9.271999359E0,-5.186219788E1
1.634689670E-1,-1.047980022E1,-9.345199585E0,-5.187439728E1
1.734689670E-1,-1.044320011E1,-9.357399940E0,-5.183779907E1
1.834689670E-1,-1.044320011E1,-9.430600166E0,-5.177679825E1
1.934689670E-1,-1.039439964E1,-9.479399681E0,-5.171579742E1
2.034689670E-1,-1.036999989E1,-9.528200150E0,-5.176459885E1
2.134689670E-1,-1.033339977E1,-9.528200150E0,-5.177679825E1
2.234689670E-1,-1.032119942E1,-9.552599907E0,-5.177679825E1
2.334689670E-1,-1.032119942E1,-9.686800003E0,-5.177679825E1
2.434689670E-1,-1.029679966E1,-9.601399422E0,-5.180120087E1
2.534689670E-1,-1.029679966E1,-9.662400246E0,-5.177679825E1
2.634689670E-1,-1.026019955E1,-9.601399422E0,-5.184999847E1
2.734689670E-1,-1.026019955E1,-9.528200150E0,-5.193539810E1
2.834689670E-1,-1.028460026E1,-9.430600166E0,-5.197200012E1
2.934689670E-1,-1.026019955E1,-9.418399811E0,-5.205739975E1
3.034689670E-1,-1.028460026E1,-9.320799828E0,-5.208179855E1
3.134689670E-1,-1.030900002E1,-9.198800087E0,-5.216719818E1
3.234689670E-1,-1.033339977E1,-9.125599861E0,-5.221599960E1
3.334689670E-1,-1.038220024E1,-8.991399765E0,-5.226479721E1
3.434689670E-1,-1.039439964E1,-8.906000137E0,-5.232579803E1
3.534689670E-1,-1.040660000E1,-8.820599556E0,-5.238679886E1
3.634689670E-1,-1.045539951E1,-8.588799477E0,-5.248439789E1
3.734689670E-1,-1.056519985E1,-8.454599380E0,-5.254539871E1
3.834689670E-1,-1.058959961E1,-8.186200142E0,-5.274060059E1
3.934689670E-1,-1.060179996E1,-7.978799820E0,-5.282600021E1
4.034689670E-1,-1.066279984E1,-7.771399975E0,-5.302119827E1
4.134689670E-1,-1.065059948E1,-7.637199879E0,-5.332619858E1
4.234689670E-1,-1.069939995E1,-7.539599895E0,-5.359460068E1
4.334689670E-1,-1.079699993E1,-7.356599808E0,-5.385079956E1
4.434689670E-1,-1.082139969E1,-7.319999695E0,-5.413139725E1
4.534689670E-1,-1.082139969E1,-7.161399841E0,-5.449739838E1
4.634689670E-1,-1.082139969E1,-7.173599720E0,-5.487559891E1
4.734689670E-1,-1.088239956E1,-7.124799728E0,-5.531480026E1
4.834689670E-1,-1.089459991E1,-7.063799858E0,-5.566859818E1
4.934689670E-1,-1.089459991E1,-7.051599979E0,-5.603459930E1
5.034689670E-1,-1.091899967E1,-6.990599632E0,-5.641279984E1
5.134689670E-1,-1.090679932E1,-7.063799858E0,-5.683979797E1
5.234689670E-1,-1.090679932E1,-7.173599720E0,-5.721799850E1
5.334689670E-1,-1.096780014E1,-7.234600067E0,-5.757180023E1
5.434689670E-1,-1.100440025E1,-7.222399712E0,-5.798659897E1
5.534689670E-1,-1.099219990E1,-7.283400059E0,-5.831599808E1
5.634689670E-1,-1.097999954E1,-7.478600025E0,-5.871859741E1
5.734689670E-1,-1.106540012E1,-7.685999870E0,-5.910899734E1
5.834689670E-1,-1.108979988E1,-7.868999958E0,-5.943840027E1
5.934689670E-1,-1.113859940E1,-8.088600159E0,-5.977999878E1
6.034689670E-1,-1.113859940E1,-8.308199883E0,-6.009719849E1
6.134689670E-1,-1.111419964E1,-8.552199364E0,-6.043879700E1
6.234689670E-1,-1.112639999E1,-8.820599556E0,-6.068280029E1
6.334689670E-1,-1.117519951E1,-9.223199844E0,-6.098780060E1
6.434689670E-1,-1.119960022E1,-9.528200150E0,-6.130500031E1
6.534689670E-1,-1.123619938E1,-9.735599518E0,-6.154899979E1
6.634689670E-1,-1.124839973E1,-1.010159969E1,-6.182959747E1
6.734689670E-1,-1.130939960E1,-1.038220024E1,-6.202479935E1
6.834689670E-1,-1.135820007E1,-1.066279984E1,-6.229319763E1
6.934689670E-1,-1.139480019E1,-1.108979988E1,-6.251279831E1
7.034689670E-1,-1.144359970E1,-1.154119968E1,-6.272019958E1
7.134689670E-1,-1.146799946E1,-1.189499950E1,-6.292759705E1
7.234689670E-1,-1.151679993E1,-1.228539944E1,-6.309840012E1
7.334689670E-1,-1.152899933E1,-1.274899960E1,-6.323259735E1
7.434689670E-1,-1.154119968E1,-1.311499977E1,-6.336679840E1
7.534689670E-1,-1.151679993E1,-1.361520004E1,-6.354979706E1
7.634689670E-1,-1.152899933E1,-1.410319996E1,-6.361079788E1
7.734689670E-1,-1.154119968E1,-1.453020000E1,-6.365959930E1
7.834689670E-1,-1.159000015E1,-1.504259968E1,-6.368399811E1
7.934689670E-1,-1.155340004E1,-1.556719971E1,-6.368399811E1
8.034689670E-1,-1.154119968E1,-1.605520058E1,-6.365959930E1
8.134689670E-1,-1.154119968E1,-1.659199905E1,-6.363520050E1
8.234689670E-1,-1.150459957E1,-1.716539955E1,-6.351319885E1
8.334689670E-1,-1.148019981E1,-1.762899971E1,-6.336679840E1
8.434689670E-1,-1.146799946E1,-1.814139938E1,-6.329359818E1
8.534689670E-1,-1.140699959E1,-1.871479988E1,-6.315939713E1
8.634689670E-1,-1.126060009E1,-1.919059944E1,-6.296419907E1
