"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.213276500E-2,-1.215119934E1,-1.141919994E1,-5.249659729E1
5.213276500E-2,-1.205359936E1,-1.127279949E1,-5.266740036E1
6.213276500E-2,-1.199259949E1,-1.134599972E1,-5.275279999E1
7.213276500E-2,-1.207800007E1,-1.128499985E1,-5.274060059E1
8.213276500E-2,-1.211460018E1,-1.110200024E1,-5.275279999E1
9.213276500E-2,-1.219999981E1,-1.097999954E1,-5.278939819E1
1.021327650E-1,-1.226099968E1,-1.080919933E1,-5.287479782E1
1.121327650E-1,-1.226099968E1,-1.068719959E1,-5.294799805E1
1.155561500E-1,-1.230980015E1,-1.040660000E1,-5.309439850E1
1.221327650E-1,-1.234639931E1,-1.016259956E1,-5.326519775E1
1.321327650E-1,-1.240740013E1,-9.723400116E0,-5.358239746E1
1.421327650E-1,-1.238299942E1,-9.308599472E0,-5.404599762E1
1.521327650E-1,-1.237080002E1,-9.015799522E0,-5.464379883E1
1.621327650E-1,-1.228539944E1,-8.637599945E0,-5.535139847E1
1.721327650E-1,-1.219999981E1,-8.430199623E0,-5.624200058E1
1.821327650E-1,-1.217560005E1,-8.283800125E0,-5.731559753E1
1.921327650E-1,-1.211460018E1,-8.283800125E0,-5.843799973E1
2.021327650E-1,-1.210239983E1,-8.393599510E0,-5.962139893E1
2.121327650E-1,-1.213899994E1,-8.967000008E0,-6.080479813E1
2.221327650E-1,-1.217560005E1,-9.760000229E0,-6.190279770E1
2.321327650E-1,-1.224879932E1,-1.076039982E1,-6.289099884E1
2.421327650E-1,-1.232199955E1,-1.206579971E1,-6.374499893E1
2.521327650E-1,-1.230980015E1,-1.365180016E1,-6.417199707E1
2.621327650E-1,-1.222439957E1,-1.537199974E1,-6.426959991E1
2.721327650E-1,-1.211460018E1,-1.717759895E1,-6.413539886E1
2.821327650E-1,-1.183399963E1,-1.893440056E1,-6.372060013E1
2.921327650E-1,-1.148019981E1,-2.050819969E1,-6.303739929E1
3.021327650E-1,-1.108979988E1,-2.209420013E1,-6.201259995E1
3.121327650E-1,-1.069939995E1,-2.342399979E1,-6.071939850E1
3.221327650E-1,-1.028460026E1,-2.455859947E1,-5.936520004E1
3.321327650E-1,-9.979599953E0,-2.535159874E1,-5.803540039E1
3.421327650E-1,-9.747799873E0,-2.590060043E1,-5.666899872E1
3.521327650E-1,-9.515999794E0,-2.629100037E1,-5.529039764E1
3.621327650E-1,-9.406199455E0,-2.654719925E1,-5.402159882E1
