"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.145180689E0,1.783639908E1,-2.220400047E1,-4.444459915E1,5.278709277E1
1.155180689E0,1.781200027E1,-2.226499939E1,-4.439579773E1,5.276347608E1
1.165180689E0,1.777540016E1,-2.228940010E1,-4.439579773E1,5.276143538E1
1.175180689E0,1.776319885E1,-2.231379890E1,-4.438359833E1,5.275737537E1
1.185180689E0,1.777540016E1,-2.226499939E1,-4.439579773E1,5.275113179E1
1.195180689E0,1.776319885E1,-2.220400047E1,-4.437139893E1,5.270075818E1
1.205180689E0,1.781200027E1,-2.215519905E1,-4.434700012E1,5.267614848E1
1.215180689E0,1.781200027E1,-2.210639954E1,-4.435919952E1,5.266591722E1
1.225180689E0,1.782419968E1,-2.205760002E1,-4.440800095E1,5.269070469E1
1.235180689E0,1.786079979E1,-2.195999908E1,-4.446899796E1,5.271376962E1
1.245180689E0,1.789739990E1,-2.188679886E1,-4.450559998E1,5.272662816E1
1.255180689E0,1.790959930E1,-2.182579994E1,-4.454219818E1,5.273638885E1
1.265180689E0,1.790959930E1,-2.180139923E1,-4.456660080E1,5.274691140E1
1.275180689E0,1.789739990E1,-2.180139923E1,-4.454219818E1,5.272215237E1
1.285180689E0,1.784860039E1,-2.177700043E1,-4.463980103E1,5.277804580E1
1.295180689E0,1.778759956E1,-2.175259972E1,-4.465200043E1,5.275770498E1
1.305180689E0,1.773880005E1,-2.176479912E1,-4.466419983E1,5.275663232E1
1.315180689E0,1.765340042E1,-2.181359863E1,-4.459099960E1,5.268617349E1
1.325180689E0,1.756799889E1,-2.187459946E1,-4.454219818E1,5.264161951E1
1.335180689E0,1.747039986E1,-2.199659920E1,-4.449340057E1,5.261870335E1
1.345180689E0,1.738500023E1,-2.205760002E1,-4.444459915E1,5.257469301E1
1.355180689E0,1.731180000E1,-2.203319931E1,-4.446899796E1,5.256093673E1
1.365180689E0,1.727519989E1,-2.209420013E1,-4.443239975E1,5.254354726E1
1.375180689E0,1.725079918E1,-2.213080025E1,-4.440800095E1,5.253030497E1
1.385180689E0,1.722640038E1,-2.217959976E1,-4.435919952E1,5.250163900E1
