"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.577211302E0,1.600639915E1,-2.299699974E1,-4.129700089E1,4.990500068E1
2.587211302E0,1.603079987E1,-2.292379951E1,-4.118719864E1,4.978827633E1
2.597211302E0,1.606739998E1,-2.292379951E1,-4.117499924E1,4.978998382E1
2.607211302E0,1.606739998E1,-2.292379951E1,-4.110179901E1,4.972946620E1
2.617211302E0,1.607959938E1,-2.292379951E1,-4.107740021E1,4.971324681E1
2.627211302E0,1.612839890E1,-2.291160011E1,-4.111399841E1,4.975366857E1
2.637211302E0,1.607959938E1,-2.288719940E1,-4.113840103E1,4.974681349E1
2.647211302E0,1.612839890E1,-2.283839989E1,-4.113840103E1,4.974018295E1
2.657211302E0,1.615279961E1,-2.281399918E1,-4.112619781E1,4.972681008E1
2.667211302E0,1.615279961E1,-2.281399918E1,-4.119939804E1,4.978736680E1
2.677211302E0,1.620159912E1,-2.280179977E1,-4.121159744E1,4.980772682E1
2.687211302E0,1.623819923E1,-2.280179977E1,-4.123600006E1,4.983983235E1
2.697211302E0,1.629920006E1,-2.280179977E1,-4.126039886E1,4.987992091E1
2.707211302E0,1.636019897E1,-2.275300026E1,-4.127259827E1,4.988769887E1
2.717211302E0,1.643339920E1,-2.271640015E1,-4.127259827E1,4.989507804E1
2.727211302E0,1.643339920E1,-2.267980003E1,-4.124819946E1,4.985823801E1
2.737211302E0,1.643339920E1,-2.263099861E1,-4.119939804E1,4.979567357E1
2.747211302E0,1.646999931E1,-2.261879921E1,-4.117499924E1,4.978204011E1
2.757211302E0,1.646999931E1,-2.258219910E1,-4.115060043E1,4.974523605E1
2.767211302E0,1.643339920E1,-2.255780029E1,-4.111399841E1,4.969176822E1
2.777211302E0,1.636019897E1,-2.250899887E1,-4.113840103E1,4.966567406E1
2.787211302E0,1.626259995E1,-2.249679947E1,-4.113840103E1,4.962807857E1
2.797211302E0,1.622599983E1,-2.248460007E1,-4.113840103E1,4.961056692E1
2.807211302E0,1.618939972E1,-2.243579865E1,-4.117499924E1,4.960687741E1
2.817211302E0,1.620159912E1,-2.242359924E1,-4.123600006E1,4.965598975E1
2.827211302E0,1.617720032E1,-2.236260033E1,-4.130920029E1,4.968136202E1
2.837211302E0,1.615279961E1,-2.227719879E1,-4.128479767E1,4.961472604E1
2.847211302E0,1.618939972E1,-2.221619987E1,-4.134579849E1,4.965008815E1
2.857211302E0,1.617720032E1,-2.214299965E1,-4.135799789E1,4.962356530E1
2.867211302E0,1.628699875E1,-2.205760002E1,-4.135799789E1,4.962144735E1
2.877211302E0,1.629920006E1,-2.193560028E1,-4.138240051E1,4.959170852E1
2.887211302E0,1.631139946E1,-2.185019875E1,-4.134579849E1,4.952744684E1
2.897211302E0,1.633580017E1,-2.172819901E1,-4.134579849E1,4.948179516E1
2.907211302E0,1.636019897E1,-2.163059998E1,-4.130920029E1,4.941648504E1
2.917211302E0,1.645779991E1,-2.150860023E1,-4.134579849E1,4.942624925E1
2.927211302E0,1.650659943E1,-2.135000038E1,-4.130920029E1,4.934308836E1
2.937211302E0,1.660420036E1,-2.124020004E1,-4.132139969E1,4.933866273E1
2.947211302E0,1.664080048E1,-2.111820030E1,-4.132139969E1,4.929860745E1
2.957211302E0,1.668959999E1,-2.105719948E1,-4.132139969E1,4.928900963E1
2.967211302E0,1.675059891E1,-2.097179985E1,-4.139459991E1,4.933469220E1
2.977211302E0,1.675059891E1,-2.094739914E1,-4.137019730E1,4.930384690E1
2.987211302E0,1.676280022E1,-2.088640022E1,-4.132139969E1,4.924115411E1
2.997211302E0,1.675059891E1,-2.087419891E1,-4.135799789E1,4.926254900E1
3.007211302E0,1.673839951E1,-2.089859962E1,-4.140679932E1,4.930972028E1
3.017211302E0,1.673839951E1,-2.091079903E1,-4.137019730E1,4.928416336E1
3.027211302E0,1.681159973E1,-2.091079903E1,-4.135799789E1,4.929883763E1
3.037211302E0,1.690919876E1,-2.087419891E1,-4.139459991E1,4.934740201E1
3.047211302E0,1.699460030E1,-2.089859962E1,-4.134579849E1,4.934615444E1
3.057211302E0,1.712879944E1,-2.086199951E1,-4.130920029E1,4.934641651E1
3.067211302E0,1.725079918E1,-2.088640022E1,-4.129700089E1,4.938900757E1
3.077211302E0,1.732399940E1,-2.091079903E1,-4.124819946E1,4.938417186E1
3.087211302E0,1.747039986E1,-2.087419891E1,-4.116279984E1,4.934899332E1
3.097211302E0,1.765340042E1,-2.084980011E1,-4.111399841E1,4.936311960E1
3.107211302E0,1.772659874E1,-2.088640022E1,-4.113840103E1,4.942511565E1
3.117211302E0,1.781200027E1,-2.082539940E1,-4.107740021E1,4.937932180E1
3.127211302E0,1.789739990E1,-2.078879929E1,-4.105299759E1,4.937448440E1
3.137211302E0,1.794619942E1,-2.073999977E1,-4.101639938E1,4.934124727E1
3.147211302E0,1.800720024E1,-2.067899895E1,-4.100419998E1,4.932772723E1
3.157211302E0,1.800720024E1,-2.059359932E1,-4.097979736E1,4.927168949E1
3.167211302E0,1.801939964E1,-2.053260040E1,-4.099200058E1,4.926084200E1
3.177211302E0,1.799499893E1,-2.047159958E1,-4.097979736E1,4.921636077E1
3.187211302E0,1.797060013E1,-2.036179924E1,-4.099200058E1,4.917203930E1
3.197211302E0,1.794619942E1,-2.033740044E1,-4.095539856E1,4.912250606E1
3.207211302E0,1.787299919E1,-2.027639961E1,-4.097979736E1,4.909093881E1
3.217211302E0,1.787299919E1,-2.026420021E1,-4.096759796E1,4.907571694E1
3.227211302E0,1.792179871E1,-2.020319939E1,-4.102859879E1,4.911930428E1
3.237211302E0,1.795839882E1,-2.026420021E1,-4.102859879E1,4.915778490E1
3.247211302E0,1.799499893E1,-2.031299973E1,-4.102859879E1,4.919129865E1
3.257211302E0,1.801939964E1,-2.033740044E1,-4.104079819E1,4.922048086E1
