"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.380301125E0,7.586715698E0,-2.443360901E1,-3.520764160E1,4.352169036E1
1.390275125E0,7.506790161E0,-2.444766235E1,-3.520898438E1,4.351680909E1
1.400249125E0,7.556777954E0,-2.432751465E1,-3.528363037E1,4.351858723E1
1.410224125E0,7.647277832E0,-2.423828125E1,-3.520343018E1,4.341954206E1
1.420198125E0,7.549728394E0,-2.439344788E1,-3.523617554E1,4.351582200E1
1.430172125E0,7.649932861E0,-2.427681732E1,-3.521417236E1,4.345023898E1
1.440146125E0,7.649932861E0,-2.427681732E1,-3.521417236E1,4.345023898E1
1.450121125E0,7.735549927E0,-2.435604858E1,-3.502514648E1,4.335685322E1
1.460095125E0,7.557739258E0,-2.428731537E1,-3.507128906E1,4.332422448E1
1.470069125E0,7.491333008E0,-2.439611816E1,-3.511749268E1,4.341116151E1
1.480044125E0,7.486038208E0,-2.443077087E1,-3.504690552E1,4.337267481E1
1.490018125E0,7.504989624E0,-2.451171112E1,-3.475143433E1,4.318345793E1
1.499992125E0,7.546813965E0,-2.447042847E1,-3.471737671E1,4.313991789E1
1.509967125E0,7.561935425E0,-2.451767731E1,-3.468566895E1,4.314388715E1
1.519941125E0,7.558227539E0,-2.443359375E1,-3.489672852E1,4.326556331E1
1.529915125E0,7.446853638E0,-2.436406708E1,-3.488159180E1,4.319477792E1
1.539889125E0,7.402694702E0,-2.438098907E1,-3.477905273E1,4.311397716E1
1.549864125E0,7.307830811E0,-2.430245972E1,-3.474584961E1,4.302659648E1
1.559838125E0,7.425674438E0,-2.424716187E1,-3.472354126E1,4.299755594E1
1.569812125E0,7.238693237E0,-2.450481415E1,-3.443576050E1,4.288013756E1
1.579787125E0,7.259628296E0,-2.432670593E1,-3.466885376E1,4.296999238E1
1.589761125E0,7.278152466E0,-2.434107971E1,-3.455166626E1,4.288679641E1
1.599735125E0,7.261795044E0,-2.446549225E1,-3.456106567E1,4.296232348E1
1.609706750E0,7.301162720E0,-2.444800568E1,-3.435876465E1,4.279645624E1
1.619680750E0,7.297927856E0,-2.455776978E1,-3.438333130E1,4.287840107E1
1.629654750E0,7.297897339E0,-2.469209290E1,-3.411709595E1,4.274266011E1
1.639629750E0,7.163406372E0,-2.460088348E1,-3.424426270E1,4.276900030E1
1.649603750E0,7.156417847E0,-2.458169556E1,-3.425872803E1,4.276838223E1
1.659577750E0,7.143737793E0,-2.465033722E1,-3.416503906E1,4.273080866E1
1.669551750E0,6.986770630E0,-2.461506653E1,-3.413751221E1,4.266246833E1
1.679526750E0,6.867309570E0,-2.470581818E1,-3.443399048E1,4.293293716E1
1.689500750E0,6.666458130E0,-2.478475952E1,-3.412722778E1,4.270121362E1
1.699474750E0,6.646774292E0,-2.489839172E1,-3.417065430E1,4.279886837E1
1.709449750E0,6.519897461E0,-2.495996094E1,-3.390890503E1,4.260660223E1
1.719423750E0,6.547424316E0,-2.502160645E1,-3.387503052E1,4.262003340E1
1.729397750E0,6.577163696E0,-2.509716797E1,-3.362976074E1,4.247455391E1
1.739372750E0,6.469863892E0,-2.513758087E1,-3.366265869E1,4.250801926E1
1.749346750E0,6.413101196E0,-2.519798279E1,-3.348580933E1,4.239534915E1
1.759320750E0,6.482345581E0,-2.539332581E1,-3.339916992E1,4.245404988E1
1.769294750E0,6.463043213E0,-2.528462219E1,-3.345812988E1,4.243264666E1
1.779269750E0,6.418151855E0,-2.536822510E1,-3.336535645E1,4.240267124E1
1.789243750E0,6.205612183E0,-2.536367035E1,-3.337530518E1,4.237612998E1
1.799217750E0,6.209197998E0,-2.535783386E1,-3.320028687E1,4.223544632E1
1.809192750E0,6.171356201E0,-2.528184509E1,-3.320626831E1,4.218902208E1
1.819166750E0,6.013931274E0,-2.531672668E1,-3.324563599E1,4.221819906E1
1.829140750E0,5.920944214E0,-2.545089722E1,-3.328872681E1,4.231955909E1
1.839115750E0,5.874282837E0,-2.535402679E1,-3.336071777E1,4.231159846E1
1.849089750E0,5.902069092E0,-2.540609741E1,-3.314355469E1,4.217581561E1
1.859063750E0,5.880554199E0,-2.548438263E1,-3.297552490E1,4.208823967E1
1.869037750E0,5.907699585E0,-2.542470551E1,-3.283081055E1,4.194256413E1
1.879012750E0,5.888259888E0,-2.553029633E1,-3.276043701E1,4.194894359E1
1.888986750E0,5.856124878E0,-2.559309387E1,-3.275863647E1,4.198129246E1
1.898960750E0,5.833679199E0,-2.562348175E1,-3.270724487E1,4.195662638E1
1.908935750E0,5.802001953E0,-2.560207367E1,-3.269982910E1,4.193337842E1
1.918909750E0,5.778976440E0,-2.566213226E1,-3.280841064E1,4.205155657E1
1.928883750E0,5.927459717E0,-2.559886169E1,-3.294039917E1,4.213675825E1
1.938858750E0,5.874084473E0,-2.551612091E1,-3.293389893E1,4.207397049E1
1.948832750E0,6.003463745E0,-2.542700195E1,-3.279837036E1,4.193217266E1
1.958806750E0,5.952850342E0,-2.544626617E1,-3.270788574E1,4.186591309E1
1.968781750E0,5.880493164E0,-2.541895294E1,-3.264443970E1,4.178950600E1
1.978755750E0,6.041610718E0,-2.548299408E1,-3.249615479E1,4.173588532E1
1.988729750E0,5.913330078E0,-2.549669647E1,-3.256994629E1,4.178337474E1
1.998703750E0,6.014678955E0,-2.531470490E1,-3.254129028E1,4.166468793E1
2.008678750E0,6.017379761E0,-2.519299316E1,-3.261642456E1,4.165005300E1
2.018652750E0,6.088134766E0,-2.526078796E1,-3.282714844E1,4.186638828E1
2.028626750E0,6.168548584E0,-2.525220490E1,-3.270315552E1,4.177584499E1
2.038601750E0,6.101531982E0,-2.535733795E1,-3.236544800E1,4.156615817E1
2.048575750E0,6.101531982E0,-2.535733795E1,-3.236544800E1,4.156615817E1
2.058549750E0,6.132766724E0,-2.527914429E1,-3.247909546E1,4.161174841E1
2.068524750E0,6.165863037E0,-2.529430389E1,-3.240771484E1,4.157017751E1
2.078498750E0,6.254943848E0,-2.510929108E1,-3.237908936E1,4.144883893E1
2.088472750E0,6.196594238E0,-2.507310486E1,-3.238784790E1,4.142500524E1
2.098446750E0,6.246475220E0,-2.498220062E1,-3.226248169E1,4.127949279E1
2.108421750E0,6.267410278E0,-2.494185638E1,-3.219845581E1,4.120821748E1
2.118395750E0,6.279663086E0,-2.506262970E1,-3.224560547E1,4.132007560E1
2.128369750E0,6.204010010E0,-2.508611298E1,-3.238531494E1,4.143200971E1
2.138344750E0,6.075271606E0,-2.516963959E1,-3.226593018E1,4.137039923E1
2.148318750E0,6.082550049E0,-2.511875153E1,-3.218441772E1,4.127694075E1
2.158292750E0,6.179351807E0,-2.508840179E1,-3.207080078E1,4.118432415E1
2.168267750E0,6.102218628E0,-2.510745239E1,-3.210101318E1,4.120796386E1
2.178241750E0,6.108917236E0,-2.500275421E1,-3.205197144E1,4.110700014E1
2.188215750E0,6.021652222E0,-2.503788757E1,-3.194378662E1,4.103122729E1
2.198189750E0,5.961151123E0,-2.506894684E1,-3.186508179E1,4.098012757E1
2.208164750E0,5.938888550E0,-2.508507538E1,-3.187557983E1,4.099492644E1
2.218138750E0,5.907348633E0,-2.516472626E1,-3.207415771E1,4.119358941E1
2.228112750E0,5.862609863E0,-2.509460449E1,-3.197332764E1,4.106583798E1
2.238087750E0,5.863403320E0,-2.507340240E1,-3.196163940E1,4.104389601E1
2.248061750E0,6.033325195E0,-2.484502411E1,-3.188992310E1,4.087350524E1
2.258035750E0,5.947128296E0,-2.492222595E1,-3.195486450E1,4.095850396E1
2.268010750E0,5.888351440E0,-2.487725067E1,-3.158166504E1,4.063190680E1
2.277984750E0,5.875061035E0,-2.485403442E1,-3.174539185E1,4.074321137E1
2.287958750E0,5.757888794E0,-2.479640198E1,-3.185833740E1,4.077951074E1
2.297932750E0,5.660110474E0,-2.487519836E1,-3.185351562E1,4.081003310E1
2.307907750E0,5.673217773E0,-2.457967377E1,-3.201394653E1,4.075829406E1
2.317881750E0,5.503448486E0,-2.451074219E1,-3.202426147E1,4.070156939E1
2.327855750E0,5.401168823E0,-2.445523834E1,-3.186227417E1,4.052697648E1
2.337830750E0,5.468002319E0,-2.435852051E1,-3.209020996E1,4.065732586E1
2.347804750E0,5.572891235E0,-2.430128479E1,-3.215463257E1,4.068820412E1
2.357778750E0,5.517364502E0,-2.416610718E1,-3.211477661E1,4.056847204E1
2.367753750E0,5.683364868E0,-2.409567261E1,-3.195016479E1,4.041924177E1
2.377727750E0,5.564346313E0,-2.393302155E1,-3.218194580E1,4.048986423E1
