"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.686517200E-2,-6.404999733E0,-1.346879959E1,-9.637999725E1
4.686517200E-2,-6.453799725E0,-1.351760006E1,-9.637999725E1
5.686517200E-2,-6.478199959E0,-1.385919952E1,-9.618479919E1
6.686517200E-2,-6.563600063E0,-1.409099960E1,-9.600180054E1
7.686517200E-2,-6.673399925E0,-1.444479942E1,-9.570899963E1
8.686517200E-2,-6.710000038E0,-1.484739971E1,-9.535520172E1
9.686517200E-2,-6.783199787E0,-1.515240002E1,-9.498919678E1
1.052582970E-1,-6.868599892E0,-1.555499935E1,-9.467199707E1
1.068651720E-1,-7.014999866E0,-1.617720032E1,-9.418399811E1
1.168651720E-1,-7.124799728E0,-1.687260056E1,-9.361059570E1
1.268651720E-1,-7.283400059E0,-1.761680031E1,-9.290299988E1
1.368651720E-1,-7.417599678E0,-1.843420029E1,-9.209780121E1
1.468651720E-1,-7.563999653E0,-1.927599907E1,-9.114619446E1
1.568651720E-1,-7.722599983E0,-2.012999916E1,-9.018239594E1
1.668651720E-1,-7.832399845E0,-2.099619865E1,-8.921859741E1
1.768651720E-1,-7.905600071E0,-2.177700043E1,-8.810839844E1
1.868651720E-1,-8.003199577E0,-2.278960037E1,-8.671759796E1
1.968651720E-1,-8.064199448E0,-2.382659912E1,-8.526580048E1
2.068651720E-1,-8.027600288E0,-2.480259895E1,-8.387500000E1
2.168651720E-1,-7.966599941E0,-2.574199867E1,-8.250859833E1
2.268651720E-1,-7.795799732E0,-2.679119873E1,-8.105680084E1
2.368651720E-1,-7.637199879E0,-2.782819939E1,-7.962940216E1
2.468651720E-1,-7.319999695E0,-2.895059967E1,-7.806779480E1
2.568651720E-1,-6.966199875E0,-3.006079865E1,-7.662819672E1
2.668651720E-1,-6.404999733E0,-3.123199844E1,-7.511540222E1
2.768651720E-1,-5.782799721E0,-3.245199966E1,-7.354159546E1
2.868651720E-1,-5.050799847E0,-3.367200089E1,-7.188240051E1
2.968651720E-1,-4.196799755E0,-3.498960114E1,-7.016220093E1
3.068651720E-1,-3.135400057E0,-3.639260101E1,-6.825899506E1
3.168651720E-1,-1.927599907E0,-3.783219910E1,-6.627040100E1
3.268651720E-1,-6.953999996E-1,-3.929619980E1,-6.412319946E1
3.368651720E-1,6.710000038E-1,-4.082119751E1,-6.180519867E1
3.468651720E-1,2.317999840E0,-4.235839844E1,-5.915779877E1
3.568651720E-1,4.038199902E0,-4.385899734E1,-5.638839722E1
3.668651720E-1,5.855999947E0,-4.537179947E1,-5.349699783E1
3.768651720E-1,7.807999611E0,-4.690900040E1,-5.037379837E1
3.868651720E-1,1.007719994E1,-4.827539825E1,-4.706760025E1
3.968651720E-1,1.240740013E1,-4.962960052E1,-4.354179764E1
4.068651720E-1,1.498159981E1,-5.089839935E1,-3.990620041E1
4.168651720E-1,1.765340042E1,-5.216719818E1,-3.608760071E1
4.268651720E-1,2.054479980E1,-5.328960037E1,-3.186639977E1
4.368651720E-1,2.359479904E1,-5.437540054E1,-2.741339874E1
4.468651720E-1,2.671800041E1,-5.529039764E1,-2.271640015E1
4.568651720E-1,2.997539902E1,-5.605899811E1,-1.781200027E1
4.668651720E-1,3.341579819E1,-5.638839722E1,-1.238299942E1
4.768651720E-1,3.705139923E1,-5.643719864E1,-6.856400013E0
4.868651720E-1,4.071139908E1,-5.614439774E1,-1.232200027E0
4.968651720E-1,4.444459915E1,-5.537579727E1,4.574999809E0
5.068651720E-1,4.821439743E1,-5.364339828E1,1.030900002E1
5.168651720E-1,5.182559967E1,-5.133760071E1,1.595759964E1
5.268651720E-1,5.533919907E1,-4.849499893E1,2.149639893E1
5.368651720E-1,5.870639801E1,-4.501799774E1,2.664480019E1
5.468651720E-1,6.152459717E1,-4.041859818E1,3.098799896E1
5.568651720E-1,6.397679901E1,-3.524580002E1,3.478219986E1
5.668651720E-1,6.608740234E1,-2.951179886E1,3.794199753E1
5.768651720E-1,6.766120148E1,-2.333860016E1,4.029660034E1
5.868651720E-1,6.842980194E1,-1.715320015E1,4.134579849E1
5.968651720E-1,6.830780029E1,-9.991799355E0,4.105299759E1
6.068651720E-1,6.762459564E1,-2.757200003E0,3.972319794E1
6.168651720E-1,6.625820160E1,4.453000069E0,3.755159760E1
6.268651720E-1,6.420859528E1,1.077260017E1,3.434299850E1
6.368651720E-1,6.118299866E1,1.718980026E1,2.975580025E1
6.468651720E-1,5.760839844E1,2.303359985E1,2.455859947E1
6.568651720E-1,5.368000031E1,2.843820000E1,1.886120033E1
6.668651720E-1,4.940999985E1,3.318399811E1,1.280999947E1
6.768651720E-1,4.483499908E1,3.679520035E1,6.270800114E0
6.868651720E-1,4.017459869E1,3.996719742E1,-2.317999899E-1
6.968651720E-1,3.550199890E1,4.259019852E1,-6.770999908E0
7.068651720E-1,3.081719971E1,4.483499908E1,-1.327359962E1
7.168651720E-1,2.618120003E1,4.638439941E1,-1.953219986E1
7.268651720E-1,2.158180046E1,4.772639847E1,-2.563220024E1
7.368651720E-1,1.705559921E1,4.869020081E1,-3.163459969E1
7.468651720E-1,1.261479950E1,4.948320007E1,-3.762479782E1
7.568651720E-1,8.320400238E0,4.978820038E1,-4.338319778E1
7.668651720E-1,4.135799885E0,4.982479858E1,-4.901959991E1
7.768651720E-1,8.540000021E-2,4.967839813E1,-5.455839920E1
7.868651720E-1,-3.903999805E0,4.937339783E1,-6.002399826E1
7.968651720E-1,-7.563999653E0,4.862919998E1,-6.508699799E1
8.068651720E-1,-1.100440025E1,4.777519989E1,-7.001580048E1
8.168651720E-1,-1.424959946E1,4.688459778E1,-7.465180206E1
8.268651720E-1,-1.737279892E1,4.598180008E1,-7.908039856E1
