"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.879125200E-2,-1.061399937E0,-8.967000008E0,-5.232579803E1
4.879125200E-2,-8.539999723E-1,-8.954799652E0,-5.253319931E1
5.879125200E-2,-8.905999660E-1,-8.918199539E0,-5.253319931E1
6.879125200E-2,-9.393999577E-1,-9.076799393E0,-5.258200073E1
7.879125200E-2,-1.000399947E0,-9.162199974E0,-5.255759811E1
8.879125200E-2,-9.882000089E-1,-9.162199974E0,-5.258200073E1
9.879125200E-2,-1.000399947E0,-9.125599861E0,-5.261859894E1
1.046361480E-1,-1.012599945E0,-9.101200104E0,-5.265519714E1
1.087912520E-1,-1.012599945E0,-9.101200104E0,-5.271619797E1
1.187912520E-1,-1.061399937E0,-9.113399506E0,-5.270399857E1
1.287912520E-1,-1.036999941E0,-9.113399506E0,-5.276499939E1
1.387912520E-1,-1.049199939E0,-9.076799393E0,-5.277719879E1
1.487912520E-1,-9.882000089E-1,-9.064599991E0,-5.276499939E1
1.587912520E-1,-1.000399947E0,-9.088999748E0,-5.280159760E1
1.687912520E-1,-1.024799943E0,-9.162199974E0,-5.277719879E1
1.787912520E-1,-1.024799943E0,-9.198800087E0,-5.274060059E1
1.887912520E-1,-1.012599945E0,-9.259799957E0,-5.270399857E1
1.987912520E-1,-9.759999514E-1,-9.271999359E0,-5.272839737E1
2.087912520E-1,-1.012599945E0,-9.247599602E0,-5.270399857E1
2.187912520E-1,-1.061399937E0,-9.162199974E0,-5.274060059E1
2.287912520E-1,-1.061399937E0,-9.040200233E0,-5.283819962E1
2.387912520E-1,-1.073599935E0,-8.991399765E0,-5.285039902E1
2.487912520E-1,-1.085799932E0,-8.857199669E0,-5.291139984E1
2.587912520E-1,-1.122399926E0,-8.735199928E0,-5.294799805E1
2.687912520E-1,-1.183400035E0,-8.600999832E0,-5.293579865E1
2.787912520E-1,-1.268800020E0,-8.515600204E0,-5.288699722E1
2.887912520E-1,-1.305400014E0,-8.503399849E0,-5.286259842E1
2.987912520E-1,-1.256600022E0,-8.515600204E0,-5.283819962E1
3.087912520E-1,-1.305400014E0,-8.625399590E0,-5.277719879E1
3.187912520E-1,-1.305400014E0,-8.600999832E0,-5.274060059E1
3.287912520E-1,-1.268800020E0,-8.661999702E0,-5.272839737E1
3.387912520E-1,-1.220000029E0,-8.783999443E0,-5.269179916E1
3.487912520E-1,-1.146799922E0,-8.893799782E0,-5.270399857E1
3.587912520E-1,-1.073599935E0,-8.979199409E0,-5.277719879E1
3.687912520E-1,-9.759999514E-1,-9.064599991E0,-5.283819962E1
3.787912520E-1,-9.149999619E-1,-9.210999489E0,-5.285039902E1
3.887912520E-1,-8.661999702E-1,-9.247599602E0,-5.292359924E1
3.987912520E-1,-8.295999765E-1,-9.259799957E0,-5.299679947E1
4.087912520E-1,-7.929999828E-1,-9.223199844E0,-5.306999969E1
4.187912520E-1,-7.807999849E-1,-9.162199974E0,-5.319199753E1
4.287912520E-1,-7.441999912E-1,-9.137800217E0,-5.333839798E1
4.387912520E-1,-7.441999912E-1,-9.149999619E0,-5.344820023E1
4.487912520E-1,-7.807999849E-1,-9.149999619E0,-5.354579926E1
4.587912520E-1,-8.051999807E-1,-9.186599731E0,-5.368000031E1
4.687912520E-1,-7.441999912E-1,-9.198800087E0,-5.382640076E1
4.787912520E-1,-7.075999975E-1,-9.235400200E0,-5.400939941E1
4.887912520E-1,-6.832000017E-1,-9.271999359E0,-5.415579987E1
4.987912520E-1,-6.466000080E-1,-9.345199585E0,-5.431439972E1
5.087912520E-1,-6.466000080E-1,-9.369600296E0,-5.452179718E1
5.187912520E-1,-5.733999610E-1,-9.357399940E0,-5.475359726E1
5.287912520E-1,-4.635999799E-1,-9.333000183E0,-5.496099854E1
5.387912520E-1,-4.147999883E-1,-9.247599602E0,-5.518059921E1
5.487912520E-1,-4.269999862E-1,-9.210999489E0,-5.540019989E1
5.587912520E-1,-4.025999904E-1,-9.247599602E0,-5.559539795E1
5.687912520E-1,-3.781999946E-1,-9.320799828E0,-5.581499863E1
5.787912520E-1,-3.294000030E-1,-9.357399940E0,-5.608340073E1
5.887912520E-1,-2.683999836E-1,-9.418399811E0,-5.629079819E1
5.987912520E-1,-2.561999857E-1,-9.564800262E0,-5.648600006E1
6.087912520E-1,-2.805999815E-1,-9.686800003E0,-5.674219894E1
6.187912520E-1,-2.439999878E-1,-9.784399986E0,-5.694960022E1
6.287912520E-1,-2.195999920E-1,-9.906399727E0,-5.718140030E1
6.387912520E-1,-1.951999962E-1,-1.012599945E1,-5.742539978E1
6.487912520E-1,-1.708000004E-1,-1.026019955E1,-5.770599747E1
6.587912520E-1,-1.464000046E-1,-1.045539951E1,-5.790119934E1
6.687912520E-1,-1.341999918E-1,-1.062619972E1,-5.818179703E1
6.787912520E-1,-1.464000046E-1,-1.084579945E1,-5.842580032E1
6.887912520E-1,-1.708000004E-1,-1.102880001E1,-5.860879898E1
6.987912520E-1,-1.951999962E-1,-1.128499985E1,-5.884059906E1
7.087912520E-1,-1.951999962E-1,-1.150459957E1,-5.899919891E1
7.187912520E-1,-2.195999920E-1,-1.168760014E1,-5.923099899E1
7.287912520E-1,-2.439999878E-1,-1.199259949E1,-5.938959885E1
7.387912520E-1,-2.805999815E-1,-1.234639931E1,-5.954819870E1
7.487912520E-1,-3.050000072E-1,-1.265139961E1,-5.969459915E1
7.587912520E-1,-2.928000093E-1,-1.293200016E1,-5.986539841E1
7.687912520E-1,-2.073999941E-1,-1.334679985E1,-6.003619766E1
7.787912520E-1,-1.951999962E-1,-1.372499943E1,-6.017039871E1
7.887912520E-1,-1.951999962E-1,-1.409099960E1,-6.028019714E1
7.987912520E-1,-1.464000046E-1,-1.454239941E1,-6.029240036E1
8.087912520E-1,-1.097999960E-1,-1.499380016E1,-6.028019714E1
8.187912520E-1,-1.097999960E-1,-1.543299961E1,-6.029240036E1
8.287912520E-1,-4.879999906E-2,-1.594539928E1,-6.031679916E1
8.387912520E-1,-2.439999953E-2,-1.644560051E1,-6.023139954E1
8.487912520E-1,-4.879999906E-2,-1.693359947E1,-6.013380051E1
8.587912520E-1,0.000000000E0,-1.744599915E1,-6.004839706E1
8.687912520E-1,6.099999696E-2,-1.787299919E1,-5.997520065E1
8.787912520E-1,2.439999953E-2,-1.825119972E1,-5.987759781E1
8.887912520E-1,2.439999953E-2,-1.858059883E1,-5.977999878E1
8.987912520E-1,3.660000116E-2,-1.889780045E1,-5.965799713E1
9.087912520E-1,-4.879999906E-2,-1.917840004E1,-5.941399765E1
9.187912520E-1,-9.759999812E-2,-1.944680023E1,-5.923099899E1
9.287912520E-1,-1.341999918E-1,-1.976399994E1,-5.902359772E1
9.387912520E-1,-2.439999878E-1,-1.999580002E1,-5.881620026E1
9.487912520E-1,-3.050000072E-1,-2.034959984E1,-5.853559875E1
9.587912520E-1,-3.537999988E-1,-2.070339966E1,-5.826720047E1
9.687912520E-1,-3.903999925E-1,-2.113039970E1,-5.809639740E1
9.787912520E-1,-4.391999841E-1,-2.139879990E1,-5.791339874E1
9.887912520E-1,-4.147999883E-1,-2.163059998E1,-5.771820068E1
9.987912520E-1,-4.513999820E-1,-2.187459946E1,-5.751079941E1
1.008791252E0,-4.513999820E-1,-2.206979942E1,-5.730339813E1
1.018791252E0,-4.635999799E-1,-2.235039902E1,-5.713259888E1
1.028791252E0,-5.123999715E-1,-2.255780029E1,-5.697399902E1
1.038791252E0,-5.245999694E-1,-2.266759872E1,-5.682759857E1
1.048791252E0,-5.733999610E-1,-2.270419884E1,-5.651039886E1
1.058791252E0,-5.733999610E-1,-2.293599892E1,-5.627859879E1
1.068791252E0,-6.100000143E-1,-2.321660042E1,-5.603459930E1
1.078791252E0,-6.344000101E-1,-2.335079956E1,-5.580279922E1
1.088791252E0,-6.832000017E-1,-2.347279930E1,-5.552219772E1
1.098791252E0,-6.832000017E-1,-2.353380013E1,-5.522940063E1
1.108791252E0,-6.588000059E-1,-2.361919975E1,-5.499760056E1
1.118791252E0,-6.832000017E-1,-2.376560020E1,-5.477799988E1
1.128791252E0,-7.197999954E-1,-2.397299957E1,-5.455839920E1
1.138791252E0,-7.807999849E-1,-2.407059860E1,-5.433879852E1
1.148791252E0,-8.173999786E-1,-2.410719872E1,-5.411919785E1
1.158791252E0,-8.661999702E-1,-2.418039894E1,-5.391180038E1
1.168791252E0,-9.149999619E-1,-2.427799988E1,-5.377759933E1
1.178791252E0,-1.000399947E0,-2.432679939E1,-5.360680008E1
1.188791252E0,-1.073599935E0,-2.437559891E1,-5.337500000E1
1.198791252E0,-1.146799922E0,-2.444879913E1,-5.311879730E1
1.208791252E0,-1.207800031E0,-2.438780022E1,-5.296019745E1
1.218791252E0,-1.305400014E0,-2.437559891E1,-5.271619797E1
1.228791252E0,-1.402999997E0,-2.436339951E1,-5.252099991E1
1.238791252E0,-1.524999976E0,-2.432679939E1,-5.228919983E1
