"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.948333800E-2,1.764119911E1,-4.163859940E1,-2.375950012E2
4.948333800E-2,2.106939888E1,-2.006900024E1,-1.419958038E2
5.948333800E-2,2.241139984E1,-1.248059940E1,-1.104710007E2
6.948333800E-2,2.308239937E1,-8.503399849E0,-9.497699738E1
7.948333800E-2,2.357040024E1,-5.977999687E0,-8.580259705E1
8.948333800E-2,2.399740028E1,-4.147999763E0,-7.995880127E1
9.948333800E-2,2.446100044E1,-2.622999907E0,-7.614019775E1
1.037184420E-1,2.481480026E1,-1.488399982E0,-7.327320099E1
1.094833380E-1,2.619339943E1,4.648200035E0,-5.049580002E1
1.194833380E-1,2.671800041E1,5.380199909E0,-5.161819839E1
1.294833380E-1,2.754759979E1,6.185400009E0,-5.326519775E1
1.394833380E-1,2.860899925E1,6.990599632E0,-5.505859756E1
1.494833380E-1,2.980459976E1,7.722599983E0,-5.707159805E1
1.594833380E-1,3.117099953E1,8.344799995E0,-5.916999817E1
1.694833380E-1,3.274480057E1,8.722999573E0,-6.159779739E1
1.794833380E-1,3.453820038E1,9.015799522E0,-6.431839752E1
1.894833380E-1,3.636819839E1,9.125599861E0,-6.707559967E1
1.994833380E-1,3.833239746E1,9.101200104E0,-7.016220093E1
2.094833380E-1,4.004039764E1,8.466799736E0,-7.298040009E1
2.194833380E-1,4.155319977E1,7.612799644E0,-7.573760223E1
2.294833380E-1,4.290739822E1,6.600199699E0,-7.834839630E1
2.394833380E-1,4.395660019E1,5.319200039E0,-8.069079590E1
2.494833380E-1,4.445679855E1,3.537999868E0,-8.253299713E1
2.594833380E-1,4.467639923E1,1.573799968E0,-8.410679626E1
2.694833380E-1,4.452999878E1,-5.123999715E-1,-8.532679749E1
2.794833380E-1,4.417620087E1,-2.757200003E0,-8.611979675E1
2.894833380E-1,4.338319778E1,-5.087399960E0,-8.633940125E1
2.994833380E-1,4.238280106E1,-7.563999653E0,-8.625399780E1
3.094833380E-1,4.126039886E1,-1.011380005E1,-8.585139465E1
3.194833380E-1,4.007699966E1,-1.262699986E1,-8.526580048E1
3.294833380E-1,3.872279739E1,-1.509140015E1,-8.407019806E1
3.394833380E-1,3.730759811E1,-1.750699997E1,-8.266719818E1
3.494833380E-1,3.589239883E1,-1.997139931E1,-8.095919800E1
3.594833380E-1,3.442839813E1,-2.238699913E1,-7.915359497E1
3.694833380E-1,3.307419968E1,-2.447319984E1,-7.723819733E1
3.794833380E-1,3.159799957E1,-2.669359970E1,-7.481040192E1
3.894833380E-1,3.002419853E1,-2.890180016E1,-7.212639618E1
3.994833380E-1,2.845039940E1,-3.108559990E1,-6.919840240E1
4.094833380E-1,2.707180023E1,-3.298880005E1,-6.644120026E1
4.194833380E-1,2.551019859E1,-3.497739792E1,-6.308619690E1
4.294833380E-1,2.399740028E1,-3.680739975E1,-5.974340057E1
4.394833380E-1,2.246019936E1,-3.852759933E1,-5.618099976E1
4.494833380E-1,2.095960045E1,-4.030879974E1,-5.252099991E1
4.594833380E-1,1.947119904E1,-4.196799850E1,-4.871459961E1
4.694833380E-1,1.800720024E1,-4.357839966E1,-4.492039871E1
4.794833380E-1,1.657979965E1,-4.511560059E1,-4.111399841E1
4.894833380E-1,1.512799931E1,-4.651860046E1,-3.718560028E1
4.994833380E-1,1.366399956E1,-4.790940094E1,-3.309859848E1
5.094833380E-1,1.215119934E1,-4.931240082E1,-2.891399956E1
5.194833380E-1,1.066279984E1,-5.064220047E1,-2.476599884E1
5.294833380E-1,9.149999619E0,-5.180120087E1,-2.056920052E1
5.394833380E-1,7.527400017E0,-5.281380081E1,-1.634799957E1
5.494833380E-1,5.929199696E0,-5.372879791E1,-1.216339970E1
5.594833380E-1,4.269999981E0,-5.464379883E1,-7.966599941E0
5.694833380E-1,2.610800028E0,-5.547340012E1,-3.757599831E0
5.794833380E-1,9.027999640E-1,-5.625419998E1,4.269999862E-1
5.894833380E-1,-8.295999765E-1,-5.699839783E1,4.757999897E0
5.994833380E-1,-2.549799919E0,-5.768159866E1,9.223199844E0
6.094833380E-1,-4.184599876E0,-5.840139771E1,1.385919952E1
6.194833380E-1,-5.721799850E0,-5.888940048E1,1.862940025E1
6.294833380E-1,-7.173599720E0,-5.936520004E1,2.352159882E1
6.394833380E-1,-8.564399719E0,-5.970679855E1,2.841379929E1
6.494833380E-1,-9.894199371E0,-5.998740005E1,3.335480118E1
6.594833380E-1,-1.116300011E1,-6.001179886E1,3.821039963E1
6.694833380E-1,-1.238299942E1,-6.001179886E1,4.298059845E1
6.794833380E-1,-1.357859993E1,-5.998740005E1,4.768980026E1
6.894833380E-1,-1.481079960E1,-5.993859863E1,5.217939758E1
6.994833380E-1,-1.606739998E1,-5.988979721E1,5.663240051E1
7.094833380E-1,-1.738500023E1,-5.977999878E1,6.098780060E1
7.194833380E-1,-1.883679962E1,-5.969459915E1,6.528219604E1
7.294833380E-1,-2.026420021E1,-5.969459915E1,6.946679688E1
7.394833380E-1,-2.185019875E1,-5.976779938E1,7.359040070E1
7.494833380E-1,-2.350939941E1,-5.982880020E1,7.761640167E1
7.594833380E-1,-2.532719994E1,-6.006060028E1,8.156919861E1
7.694833380E-1,-2.743779945E1,-6.030459976E1,8.561959839E1
7.794833380E-1,-2.979240036E1,-6.090239716E1,8.981639862E1
7.894833380E-1,-3.229339981E1,-6.163439941E1,9.422059631E1
7.994833380E-1,-3.496519852E1,-6.253719711E1,9.897859955E1
8.094833380E-1,-3.780780029E1,-6.342779922E1,1.040659943E2
8.194833380E-1,-4.079679871E1,-6.426959991E1,1.100683975E2
8.294833380E-1,-4.384679794E1,-6.506259918E1,1.165709991E2
8.394833380E-1,-4.695779800E1,-6.548960114E1,1.235249939E2
8.494833380E-1,-4.987360001E1,-6.566040039E1,1.308206024E2
8.594833380E-1,-5.259420013E1,-6.531880188E1,1.378965912E2
8.694833380E-1,-5.566859818E1,-6.426959991E1,1.460462036E2
8.794833380E-1,-5.871859741E1,-6.270800018E1,1.541714020E2
8.894833380E-1,-6.179299927E1,-6.059740067E1,1.622966003E2
8.994833380E-1,-6.448919678E1,-5.802319717E1,1.693359985E2
9.094833380E-1,-6.730739594E1,-5.436319733E1,1.766071930E2
9.194833380E-1,-6.980839539E1,-5.030059814E1,1.834635925E2
